Account,Fund,Dept,PROGRAM,Class,ProjectNumber,Subgrant,ProjectName,Grantee,Vendor ID,DESCRIPTION,ProjectSummary,MasterProject,Theme,GrantStatus,BusinessItem,Grant Amount,Appropriation committed amount,Match amount,Address,City,County,CountilDistrict,Legislative District,DateAwarded,POSC,ExpirationDate,AmendedExpDate,ContractLegal,ContractSent,ContractReceived,ContractExecuted,ExecConstractSent,FederalFY,StateFY,ClaimDueDate,YearAvailReissue,YearFunded,PONumber,FO_ID,FundingOpportunity,ProgramArea
5821,242,09999,000,000,14822,SG2004-103,Loretto Downtown Redevelopment Plan,City of Loretto,0000045819A1,"This project will be the second major redevelopment effort under the City's 2002 Master Plan (West Railway Street Redevelopment was the initial project).  The City will seek partners in the private sector to redevelop a portion of the downtown ""Triangle"" area.  There will also be an initiative to revitalize Lions Park.  Site analysis and feasibility studies, predevelopment engineering, determination of infrastructure needs and financial planning/analysis will culminate in the identification of appropriate redevelopment strategies.  These strategies will enable the City to envision viable redevelopment scenarios (alternatives) with corresponding phases and timeframes.  The City will then have the solid base of knowledge and the confidence necessary to pursue and negotiate with redevelopment partners.  There are additional issues and opportunities to be addressed  in the planning process including:  1. Land acquisition: approach, costs and funding alternatives (e.g. EDA, bonds, etc.); 2. Business and residential growth outlook of the area surrounding Loretto (Corcoran and Medina). 3. Parking needs and solutions; 4. Market update for retail, office space and multi-family residential housing; 5. Lions Park Revitalization:  Design, size and funding; 6. Potential soil contamination and cleanup; 7. The role of Tax Increment Financing and other types of financing; 8. Hennepin County Road 19 traffic projections, turn lanes, pedestrian crossings, etc.; 9. Rebuild of Railroad Crossing (no whistle zone); and 10. Regional Park Trail Connection through Loretto.",Redevelopment plan for Loretto's Triangle downtown area,,N/A,Closed,," $	15,500.00 "," $	15,095.15 ",,"Medina St. N at St. Peter St., Loretto - Loretto",Loretto,Hennepin,1,33A,8/25/04,,12/31/05,6/30/06,,,,11/16/04,,,,,,2004,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14805,SG2003-104,Gladstone Neighborhood,City of Maplewood,0000020966A1,Funds will be used to develop a strategic development plan for the Gladstone Neighborhood which will create design standards that will examine choices for a preferred urban character for the area.,Redevelopment plan,Gladstone,N/A,Closed,," $	8,000.00 "," $	7,998.64 ",,English at Frost Ave - Maplewood,Maplewood,Ramsey,11,43A,8/27/03,,6/30/04,6/30/05,,,,10/22/03,,,,,,2003,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14045,SG1999-181,Freeway Road Redevelopment  (fka Mendota Heights Town Center),City of Mendota Heights,0000020970A1,"Develop a town center on 23 acres with compact, mixed uses providing retail, service, office and housing around pedestrian-oriented spaces with transit connections. A retail-oriented town square and a tree-lined avenue that serves as a village green are features.  Live-work townhomes are planned for one side of the avenue with retail uses on the opposite side.  Four neighborhoods will offer a mix of market-rate housing at ten units per acre; senior rental apartments, and ownership options that include live-work townhomes, empty-nest condominium flats and row-style townhouses.  Residential entries will face tree-lined streets and sidewalks; housing will have below-grade and tuck-under garages.  Town Center will serve as a regional trailhead for hikers and cyclists, linking new on-site trails to the surrounding trail system with connections to the area's community parks, the Mississippi River and Big Rivers Regional Trail, and have public amenities serve trail users.  Funds will be used to prepare a market study, develop site controls, develop design guidelines, design and engineer public amenities.",Redevelopment plan,Mendota Heights Town Center,N/A,Closed,," $	150,000.00 "," $	150,000.00 ",,Dodd Road and Hwy 110 - Mendota Heights,Mendota Heights,Dakota,13,52B,12/1/99,,12/31/02,,,,,7/21/00,,,,,,1999,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14803,SG2003-102,Karamu East,City of Minneapolis,0000003061A1,"Funds will be used to develop a master plan, pedestrian overlay district, a Planned Unit Development with necessary zoning changes, a schematic design, and a market study for commercial and housing components.  The four-block mixed-use, mixed-income area could potentially include 20,000 square feet of comercial/retail space, 61 upper-level parking stalls, 13,000 square feet of office space, a 45-unit senior cooperative housing facility and nine-unit townhose development for first-time homeowners.  Also included would be integrated bus stop shelters and restored street grids in the area.",Master plan,,N/A,Closed,," $	46,395.00 "," $	42,806.72 ",,Plymouth at Penn Ave. - Minneapolis,Minneapolis,Hennepin,7,59B,8/27/03,,6/30/04,6/30/05,,,,1/21/04,,,,,,2003,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14046,SG1999-182,Corcoran/Longfellow LRT Neighborhood Planning,City of Minneapolis,0000003061A1,"Conduct market and feasibility studies for mixed-use development along a one-mile strip of Lake Street (Cedar Avenue to 32nd Avenue) in conjunction with the Hiawatha/Lake LRT station. Two of the affected neighborhoods within the project, Corcoran Neighborhood Organization and Longfellow Community Council, will work jointly on this project. Each neighborhood has developed specific site plans within its boundaries, but also share common goals and concerns for the area as a whole.  Both neighborhoods have identified a need for affordable housing, especially affordable senior housing, commercial development and transit-oriented environment. A goal of the Corcoran neighborhood is to establish a model community campus that is pedestrian- and transit-oriented; it would include South High School, Edison School and a new YWCA Urban Sports Center.  Studies to be conducted will build on the station area master plan developed by Calthorpe Associates. This grant will be used for a senior housing market study, a transportation-oriented study, a mixed-use feasibility study and a commercial revitalization study.",Conduct market and feasibility studies for mixed-use development,,N/A,Closed,," $	150,000.00 "," $	144,748.50 ",,Hiawatha at Lake St. - Minneapolis,Minneapolis,Hennepin,8,63A,12/1/99,,12/31/01,,,,,5/4/00,,,,,,1999,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14047,SG1999-183,Franklin Avenue LRT Neighborhood Planning,City of Minneapolis,0000003061A1,"Produce site-specific development plans, based on a community vision developed through the Community-Based Planning Task Force, and coordinated with ongoing design and implementation of LRT infrastructure at the Franklin Avenue Station. The Community-Based Planning Task Force, funded through a grant from the Minneapolis Foundation, includes representatives from the Seward and Phillips neighborhoods. Created in 1999, the task force has reviewed background information and the work of organizations currently doing planning in and around the station area.  The task force will focus on the largely undeveloped area designated for the LRT shops and yards and adjacent property. Within the remainder of the 1 mile study area, the task force will develop more general development guidelines. The grant will be used to hire a development consultant(s) to assist with site-specific development planning.",Redevelopment plan,,N/A,Closed,," $	75,000.00 "," $	75,000.00 ",,Franklin at Cedar Ave. - Minneapolis,Minneapolis,Hennepin,8,63A,12/1/99,,12/31/01,,,,,5/4/00,,,,,,1999,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14048,SG1999-184,Ventura Village Redevelopment Planning,City of Minneapolis,0000003061A1,"The grant will be used for a housing market feasibility study, land inventory, feasibility analyses of project components, coordination with LRT station planning at the Franklin Avenue station, and a project manager and community facilitator to continue work on development plans that build on the community vision for Ventura Village.  Ventura Village is a vision for a 60-block area located in Minneapolis' Phillips neighborhood that was developed by residents over the past 2-3 years.  The master plan for the one-block Children's Village has been adopted by Ventura Village.  Features of the master plan include: carriage and alley houses to put ""eyes on the street"" and create affordable housing and density; a goal to add 2,800 housing units in a low-rise streetscape; a ""yellow brick road"" network of pedestrian/green pathways that connect individual blocks with city parks, amenities and services; redesign of Park and Portland Avenues back to residential streets, rather than commercial thoroughfares; maximizing parking in the public domain to allow more public and green space.",Build community vision for Ventura Village,Ventura Village,N/A,Closed,," $	150,000.00 "," $	143,335.00 ",,"Between I-94, I-35W, E. 24th St. & Soo Line RR - Minneapolis",Minneapolis,Hennepin,7,62A,12/1/99,,12/31/01,,,,,5/4/00,,,,,,1999,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14055,SG2000-134,Hiawatha-Lake Transit-Oriented Development,City of Minneapolis,0000003061A1,"Site assembly to facilitate a mixed-use transit village adjacent to the LRT station on the Hi-Lake shopping center site. The corridor-wide market study for Hiawatha corridor identified the potential for a major mixed-use transit village at this location, including 1250 housing units within 1 mile walking distance of the station.  LCDA funding was awarded to assist with site assembly in the area surrounding the station.  NOTE:  This project also received $1.5 million from the Transit for Livable Communities Demonstration Program Fund to develop a pedestrian plaza with enclosed public areas linked by escalator to the elevated LRT platform. **City of Minneapolis is scheduled to act on final request on June 28th and the project manager says that their request for payment will be delivered here on the 30th.**",Study,,N/A,Closed,," $	100,000.00 "," $	100,000.00 ",,"Hi-Lake Shopping Center, Lake at Hiawatha - Minneapolis",Minneapolis,Hennepin,8,63A,12/1/00,,6/30/03,6/30/06,,,,,,,,,,2000,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14942,SG2010-129,Linden Yard,City of Minneapolis,0000003061A1,"Linden Yards is currently being used by Public Works for outside storage. The property has been rezoned to high-density office and residential and will be a transit-oriented development, although the Metropolitan Council has not determined that the Southwest LRT will have an alignment that serves this area with a Van White station at Linden Yards. In April 2010 Ryan Companies was granted 5 years' exclusive development rights by the Minneapolis City Council for Linden Yards West. Ryan proposes to recruit corporate tenants to occupy one or more eight-to-twelve story structures and will work with a housing partner to provide multi-family housing. One challenge to redeveloping Linden Yards is that the Hennepin County Regional Rail Authority (HCRRA) is strongly considering the acquisition of the eastern half of Linden Yards for a commuter rail layover facility. The goal of the grant is to assemble a design and engineering team to represent the future development potential, to work with HCRRA and its consultants to analyze the factors that must be addressed in order to determine the technical and financial feasibility of developments above a rail layover facility. An initial concept is to construct a development platform with pilings/supports spaced between the planned sets of railroad storage tracks in a manner that would not later disrupt rail layover operations. The soil structure is poor in this area so significant piling will be needed to construct a development platform to support mid-level office or housing structures to be developed in Phase 2 of the Ryan development. This will allow the rail facility to successfully co-exist with vertical development in Linden Yards East and provide important development density and ridership to support to Southwest LRT line.",Predevelopment planning,Linden Yard,N/A,Closed,2010-402," $	100,000.00 "," $	100,000.00 ",,SW corner of Linden & Lyndale in Minneapolis,Minneapolis,Hennepin,6,61A,12/8/10,,12/31/12,,1/26/11,1/4/11,3/10/11,3/11/11,3/11/11,,,,,2010,11002122,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,16020,SG2011-158,West Bank Station,City of Minneapolis,0000003061A1,"This project is necessary to make the publicly-owned property adjacent to the Central Corridor available for development. LCDA funds will be used for surveying, title work, and engineering to ascertain ownership and create developable parcels.","Surveying, title & engineering work",,N/A,Closed,2011-347," $	100,000.00 "," $	11,657.79 ",,"Washington Ave S, between I-35W and West River Parkway, Minneapolis",Minneapolis,Hennepin,8,60B,12/14/11,,12/31/13,,1/16/12,1/25/12,3/14/12,3/19/12,3/21/12,,,,,2011,12002166,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14078,SG2002-097,46th and Hiawatha Master Plan,City of Minneapolis CDA,0000003061A1,"Develop a five-year implementation plan for 46th and Hiawatha Station Area Master Plan with citizen and public agency participation.  Funds will support technical analyses of land assembly, public infrastructure, public amenity and housing development programs, costs and delivery strategies to support adoption of redevelopment plans, requests for proposals, and development of public investment priorities.  Several technical studies will be needed to develop the five-year implementation plan including a land development study, housing study and public infrastructure development study.",5-year Master Plan implementation plan,,N/A,Closed,," $	50,000.00 "," $	50,000.00 ",,6 blocks along 46th east of Hiawatha Ave. - Minneapolis,Minneapolis,Hennepin,8,63A,7/24/02,,12/31/07,,,,,10/31/02,,,,,,2002,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14019,SG1998-045,"I-35W Corridor Coalition Multi-City Implementation Plan - New Brighton, designated city to administer funds",City of New Brighton,0000020976A1,"Support cooperative joint efforts of the participating communities to address land use, transportation and transit issues; and plan for longer-range economic and community development. The final product will be an implementation plan which includes a livable community development framework and principles, guidance, implementation strategies, funding and staging of thoroughfare improvements, land use controls, and traffic management techniques.",Redevelopment plan,I-35W Corridor Coalition,N/A,Closed,," $	131,250.00 "," $	131,250.00 ",,7 cities bordering I-35 W north - New Brighton,New Brighton,Ramsey,10,41A,12/1/97,,,,,,,4/5/99,,,,,,1997,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14819,SG2004-100,"New Brighton Exchange, (fka Northwest Quadrant Design Development)",City of New Brighton,0000020976A1,"The Northwest Quadrant Redevelopment Area is a 90-acre site which bisects Old Highway 8, just north of I-694 and west of I-35W.   The redevelopment plan calls for a mixed-use development that takes advantage of the adjacent 225-acre regional park along Long Lake and allocates approximately 45 acres of the site to develop approximately 750 housing units of various styles and prices. The city is nearing agreement with two major development groups, one for each side of the site - Rottlund Company and Sherman Associates, who will partner to develop the housing west of Highway 8 and Medtronic, Inc. who will be developing a new corporate campus, with up to 1,500,000 square feet of office and laboratory space on the east side of Highway 8.  However, city staff is concerned that the combined vision of the two major development entities will not produce the kind of community asset that was anticipated by the Old Highway 8 Corridor Plan. The proposed project calls for a planning effort using outside consultants to address the issues raised between the two development entities, and to ensure that important elements, such as transit and pedestrian connections, are adequately incorporated in to development.",Redevelopment plan,Northwest Quadrant,N/A,Closed,," $	51,000.00 "," $	51,000.00 ",,Both sides of Old Hwy 8 just north of I-694 - New Brighton,New Brighton,Ramsey,10,41A,8/25/04,,12/31/05,,,,,11/22/04,,,,,,2004,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14804,SG2003-103,City Center,City of New Hope,0000020977A2,"Funds will be used to prepare a master plan and re-development strategy for a 32.2 acre site with outdated commercial buildings, closed retail and environmentally impacted institutional buildings.  The goal would be to devise a more traditional downtown design with the inclusion of medium- and high-density residential land use types, green space and comprehensive trail/sidewalk system integrated into the design.",Master plan and re-development strategy,,N/A,Closed,," $	55,500.00 "," $	55,500.00 ",,Within 1/2 mile of Winnetka at 42nd Avenues - New Hope,New Hope,Hennepin,6,45A,8/27/03,,6/30/04,,,,,11/13/03,,,,,,2003,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14947,SG2010-134,Red Rock Gateway Study,City of Newport,0000020978A1,"This project involves developing zoning and land use implementation recommendations, preparing an analysis of alternatives for land use and market mix, and identifying redevelopment strategies, including land banking and land acquisition strategies, for the entire City of Newport. The size and design of the recently-constructed Wakota Bridge and Highway 61 interchange, plus the size, width and height of the Highway 61 right of way and noise walls have divided the City of Newport in half and have blocked visibility into the city along the corridor. The new design also restricts access in and out of Newport with only one entry point located at Glen Road. While these improvements have benefitted traffic operations for the region, the City of Newport is now divided into two distinct parts with a significant challenge of uniting both halves of the city. Further, a significant portion of the city's tax base has been lost to highways, and several businesses have closed. There are several areas in the city where land is underutilized and/or structures are outdated. The recent station area planning process has prompted a proactive look at how the city can recover. The Red Rock Commuter Rail station area planning process will be completed in early 2011, and bus route #364 will be re-routed to the site beginning 2012. The objectives of the three activities are to create land use and implementation tools to guide development around the transit site and unite the City of Newport; update the comprehensive trail plan; identify the potential commercial and residential market opportunities that not only support the station area but recover tax base and create new housing stock for the City; and prepare redevelopment strategies that accomplish these goals.",Redevelopment study,,N/A,Closed,2010-402," $	69,350.00 "," $	64,819.27 ",,"Sof 494, W of 61 & N of 20th St in Newport",Newport,Washington,13,54A,12/8/10,,12/31/12,,1/26/11,1/18/11,2/25/11,3/1/11,3/2/11,,,,,2010,110001721,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,16018,SG2011-156,Highway 36 Corridor Master Plan,City of North St. Paul EDA,0000020980A2,"This project will develop a master plan for guiding redevelopment and housing density as directed in the City¿s Comprehensive Plan to connect development opportunities with adjacent historic and civic amenities, maximizing land use efficiencies and enhancing redevelopment opportunities. The plan will address compact development patterns; multi-modal transportation options; transit-oriented development/design; healthy/active living; bike/walk systems; infrastructure improvements to accommodate new investment; housing diversity/accessibility; employment diversity/access¿ and market/financial feasibility analysis. LCDA funds will be used for stakeholder engagement, design workshops, alternatives analysis, development staging plans, a redevelopment action plan, and the development of zoning and land use implementation tools.",Master plan,,N/A,Closed,2011-347," $	100,000.00 "," $	100,000.00 ",,Hwy 36 to 7th Ave to McKnight to Division Street in North St Paul,North St. Paul,Ramsey,11,43B,12/14/11,,12/31/13,,1/16/12,1/25/12,2/21/12,2/22/12,2/22/12,,,,,2011,12001568,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14954,SG2010-141,Four Seasons Mall Redevelopment,City of Plymouth,0000020984A1,"The Four Seasons Mall Redevelopment Project Area (Project Area) is located at the highly visible southwest corner of TH169 and County Road 9. The 21 acre Project Area currently consists of an aging 117,000 strip mall, built in 1978; a municipal well; an untreated stormwater stream and two wetlands. There are more than 5,000 households within a one mile radius of the site. During the 2030 comprehensive planning public visioning process, the City determined that the appropriate redevelopment of the Project Area would include a mix of commercial, retail and office uses along with a strong transit component and environmental enhancements to bring services and jobs to the immediate area, increase the viability and efficiency of transit, and improve the surrounding natural environment. From 1997 to 2008, the site included a leased surface park and ride lot. The comprehensive plan contemplates the return of transit to this site with the development of a park and ride facility that would complement and support the redevelopment of the Project Area. A cross-parking arrangement would allow for day parking for the transit rider with evening and weekend parking for the commercial worker and visitor. The funds will allow the city, county, watershed district, property owner and neighbors to further detail the redevelopment of the property through the completion of site design alternatives, market analysis, transportation planning and environmental planning.",Redevelopment plan,,N/A,Closed,2010-402," $	100,000.00 "," $	91,974.21 ",,4100 Lancaster Lane in Plymouth,Plymouth,Hennepin,1,45A,12/8/10,,12/31/12,,1/26/11,1/14/11,1/20/11,1/26/11,1/26/11,,,,,2010,11000772,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14087,SG2002-106,Low Frequency Noise Impact Area Design and Land  Use Standards,City of Richfield,0000004028A1,"Richfield has identified an area that will be largely uninhabitable due to high noise levels associated with the new north-south runway at the MSP airport.  The city will use grant funds to establish design and land use standards for the re-creation of this area as a livable neighborhood. Low Frequency Noise Impact Area Design and Land-Use Standards would assist city staff and potential developers in determining the best re-use principles for the affected area.  The primary goals of the project are to determine appropriate land uses, massing and height of buildings, construction methods, building and finish materials, types of residential uses; plus the potential effects of redevelopment in mitigating noise impacts on adjacent properties, and ways to create a livable neighborhood and to integrate that neighborhood with the community.  Grant funds will be used for consultant costs to draft the standards.  Because this project has potential to meet availation planning objectives and livable community objectives, LCDA grant funds were matched with a $10,000 from the Aviation Division's consultant funding monies in a cost-sharing effort.  The total award: $20,000.",design and land use standards,,N/A,Closed,," $	10,000.00 "," $	10,000.00 ",,"Between 63rd to 66th St., 16th Ave to Cedar Ave (H - Richfield -",Richfield,Hennepin,5,63B,7/24/02,,12/31/06,,,,,11/22/02,,,,,,2002,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,16015,SG2011-153,Lyndale Garden Center,City of Richfield HRA,0000004028A1,"This redevelopment project will include a mix of market rate and affordable housing, commercial and retail opportunities aimed at local businesses, public connections and improvements to existing parks and trails, a public bandshell or amphitheater, potential for a public parking ramp and site improvements that connect the project to the existing lake and park. LCDA funds would be used for conducting design workshops to determine the appropriate design and connections of public and private improvements, preparing redevelopment plans that demonstrate the outcomes of the design workshops, analyzing alternatives for market and land use mix, determining economic feasibility for air, water and energy issues, performing soil testing, analyzing water management, development staging plans, and determining strategies for land acquisition.",Redevelopment planning,Lyndale Gardens,N/A,Closed,2011-347," $	100,000.00 "," $	100,000.00 ",,"6400 Lyndale Ave S, Richfield",Richfield,Hennepin,5,63B,12/14/11,,12/31/13,,1/16/12,1/25/12,1/27/12,2/6/12,2/6/12,,,,,2011,12001091,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14063,SG2001-102,Downtown Redevelopment Plan,City of Rosemount,0000020988A1,"Map and describe a plan for the redevelopment of Rosemount's historic downtown, with an emphasis on participation by business operators, property owners, and residents.  The plan will address private redevelopment as well as re-design of and reinvestment in public spaces.  The final product will include a final downtown plan, short and mid-term actions for the City, urban design guidelines, financial strategies, city controls and implementation plan.  Funding will be used for workshops, analysis and reports, and drafting the final plan.","Map and describe a plan for the redevelopment of Rosemount's historic downtown, with an emphasis on participation by business operators, property owners, and residents.",,N/A,Closed,," $	23,000.00 "," $	22,800.00 ",,Historic downton area - Rosemount,Rosemount,Dakota,15,57B,11/1/01,,6/30/02,,,,,1/17/02,,,,,,2001,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14807,SG2003-106,Rosemount Downtown Redevelopment,City of Rosemount,0000020988A1,"Funds will be used to rejuvenate a recently completed downtown redevelopment plan which will be revised to reflect current market conditions and community concerns.  The effort will include developing a master plan, design standards and market studies.","The effort will include developing a master plan, design standards and market studies.",,N/A,Closed,," $	50,000.00 "," $	50,000.00 ",,Highway 3 between 143rd and CSAH 42 - Rosemount,Rosemount,Dakota,15,57B,8/27/03,,6/30/04,,,,,10/22/03,,,,,,2003,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14064,SG2001-103,Twin Lakes Redevelopment Plan,City of Roseville,0000020989A1,"Funds will lay the groundwork for transforming an underutilized brownfield area into a livable environment that provides new housing opportunities, corporate offices, support retail services, and a medical facility in an integrated, walkable development pattern.  Funded tasks include:  an update of the infrastructure plan for Twin Lakes Parkway; the construction feasibility study; a financial proforma;  market appraisals; a market study to ensure that the mix of uses is feasible; and more refined design plans.","Lay the groundwork for transforming an underutilized brownfield area into a livable environment that provides new housing opportunities, corporate offices, support retail services, and a medical facility in an integrated, walkable development pattern.",Twin Lakes,N/A,Closed,," $	58,500.00 "," $	58,500.00 ",,"Between Cty Rd C, C-2, Cleveland and Snelling - Roseville",Roseville,Ramsey,10,66A,11/1/01,,12/31/04,,,,,7/29/02,,,,,,2001,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14065,SG2001-104,University Avenue Transit Oriented Development,City of Saint Paul,0000003222A3,"University Avenue has significant property that is generally underutilized for effective transit oriented development.  Much of the land is near one of the six major nodes.  This project will create market viable redevelopment plans for five opportunity sites that include a housing element.  The project will complement the major investment transit study underway for the Central Corridor, and develop a model for station area planning that increases the density of land use.  Tasks include: establish a community participation process; identify potential opportunity sites; create baseline information including existing uses, relevant plans, community issues, and EIS data from the Central corridor study; select opportunity sites; and conduct market research.  The final outcome is a detailed land use, market, and environmental analysis and design concepts for five opportunity sites along the corridor.",Redevelopment plan,University & Dale TOD,N/A,Closed,," $	70,000.00 "," $	69,013.92 ",,University Ave. between Rice St and Raymond Ave. - St. Paul,St. Paul,Ramsey,14,65A,11/1/01,,12/31/04,12/31/05,,,,2/4/02,,,,,,2001,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14802,SG2003-101,Union Brass/Smurfit Housing Development,City of Saint Paul,0000003222A3,"Funds will be used to study and develop a master plan for a 9-acre site on the city's north end, currently home to two industrial properties and several single family homes.  The project will include a new master plan that includes housing uses and possibly housing and commerical uses in two or three different scenarios.  Based on the results, there will be a marketing brochure, a market study to determine the mix of income/rent for the area and an appraisal for the current market value for the industrial properties.",Master plan,,N/A,Closed,," $	62,000.00 "," $	48,787.00 ",,"Between Lawson, Kent, Jessamine, Mackubin - St. Paul",St. Paul,Ramsey,14,65A,8/27/03,,6/30/04,6/30/05,,,,10/15/03,,,,,,2003,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14943,SG2010-130,Prior-University Avenue Redevelopment,City of Saint Paul,0000003222A3,"This area encompasses 31 parcels over 40 acres and has a mix of uses including commercial, retail, industrial, warehousing, non-profit training providers, and a church. Much of the site is underdeveloped and/or used for surface parking. There is a city street that traverses the Project Area and a rarely-used rail spur operating on public right of way, but the site will ultimately require additional internal roadways as well as substantial public and private investment for stormwater management, structured parking, open space and pedestrian infrastructure. Property owners are working to create a collaborative development plan for the Project Area and are seeking assistance to clarify options and alternatives for designing, locating, financing and managing these facilities. Funds are requested for a Stormwater Master Plan, including: diagnostic and feasibility study; technical design and connections to existing and new, structural and green infrastructure components; examination of policy and legal issues regarding system ownership, operation and maintenance. While the proposed study will focus on stormwater, the City intends that the resulting Master Plan will inform the development of other shared infrastructure, including new streets, open space, parking and pedestrian infrastructure projects, which would facilitate private development within the study area.",Stormwater master plan,,N/A,Closed,2010-402," $	47,000.00 "," $	25,921.90 ",,"NE corner of University Avenue, between Prior & Fairview in St. Paul",St. Paul,Ramsey,14,64A,12/8/10,,12/31/12,,9/19/11,9/26/11,12/8/11,3/30/11,1/9/12,,,,,2010,11002533,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,16017,SG2011-155,Ford Site I,City of Saint Paul,0000003222A3,"This project will assist the City in researching and drafting a zoning framework to implement the comprehensive and ambitious vision and goals for redevelopment of the Saint Paul Ford Site. Form-based codes and other alternative zoning approaches will be evaluated to identify the methodology that would best advance the vision of a redeveloped, mixed-use urban infill site; address economic, social and environmental sustainability with strong form that relates to the surrounding neighborhood; and explores performance standards that address energy use, stormwater, waste systems, natural communities and transportation. LCDA funds will be used to research and draft a zoning framework.",Zoning framework,,N/A,Closed,2011-347," $	100,000.00 "," $	94,491.67 ",,"Ford Parkway & Mississippi River Blvd, Saint Paul",St. Paul,Ramsey,14,64B,12/14/11,,12/31/13,,1/16/12,1/25/12,3/21/12,3/22/12,3/22/12,,,,,2011,12002562,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14049,SG1999-185,Urban Village Zoning Regulations,City of Saint Paul,0000003222A3,"Develop illustrated urban village zoning regulations to simplify and speed the process for redeveloping several major sites in St. Paul consistent with urban village guidelines. The regulations would be used in the next two to five years for five sites.  All of the five sites have been entirely or partially industrial in use, and are opportunities for compact development that will help St. Paul meet its goals to add 9,000 households and 19,000 jobs by 2020.  The Urban Village Zoning District would combine traditional use regulations with design regulations. It would designate street types and enable selection from  a menu of permitted land uses and design standards. This grant will be used to hire a consultant to survey best practices nationwide; propose concepts, and draft regulations; and help pay for city costs in conducting the public review and adoption process. The project will address, to the extent feasible, how the regulations can incorporate policies from the Mississippi National River and Recreation Area (MNRRA) and Critical Area standards for the Mississippi River corridor.",Develop illustrated urban village zoning regulations,,N/A,Closed,," $	50,000.00 "," $	50,000.00 ",,"applicable to 5 ""urban viliages"" sites - St. Paul",St. Paul,Ramsey,14,65B,12/1/99,,12/31/02,,,,,3/10/00,,,,,,1999,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,242,09999,000,000,14079,SG2002-098,University Avenue and Dale Street Transit Oriented Development,City of Saint Paul,0000003222A3,"Development study for three corners of the University Dale intersection to transform an older city neighborhood with an increasingly diverse population along a traditional street-car line from auto-dominated uses to higher density, transit-oriented development.  A 2001 Opportunity Grant is being used to do similar planning for two other nodes in the corridor.  Grant funds will be used for detailed site plans, massing models/drawings, a market study, and revisions to plans based on public review and adoption.",Development plan,University & Dale TOD,N/A,Closed,," $	45,000.00 "," $	45,000.00 ",,3 of 4 corners of University Ave and Dale St.  - St. Paul,St. Paul,Ramsey,14,65A,7/24/02,,12/31/05,12/31/05,,,,7/10/03,,,,,,2002,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
