Account,Fund,Dept,PROGRAMClass,Class,ProjectNumber,Subgrant,ProjectName,Grantee,Vendor ID,DESCRIPTION,ProjectSummary,MasterProject,Theme,GrantStatus,BusinessItem,Grant Amount,Appropriation commited amount,Match amount,Address,City,County,CountilDistrict,Legislative District,DateAwarded,POSC,ExpirationDate,AmendedExpDate,ContractLegal,ContractSent,ContractReceived,ContractExecuted,ExecConstractSent,FederalFY,StateFY,ClaimDueDate,YearAvailReissue,YearFunded,PONumber,FO_ID,FundingOpportunity,ProgramArea
5821,243,09999,000,000,14223,SG1999-123,Near North Neighborhood (fka Heritage Park),City of Minneapolis,0000003061A1,Assist with funding for an infill new construction project of 15 single-family units on MCDA-owned property in North Minneapolis. Funds are being used for value gap financing for single-family and/or townhouse construction.  The project also involves substantial rehabilitation of an additional 14 to 19 units using other local funding sources.  This project is part of a larger New North Revitalization effort by MCDA.  One-half of the units will be sold to households at up to 115 percent of median income; the other half to households at up to 80 percent of median income.,Infill construction of 15 mixed-rate single family ownership housing units,Heritage Park,N/A,Closed,," $	250,000.00 "," $	189,297.22 ",,various in Near North side of Minneapolis - Minneapolis,Minneapolis,Hennepin,7,59B,8/25/99,,6/30/00,,,,,3/21/00,,,,,,1999,,01009,LHIA Historical Data,LHIA 
5821,243,09999,000,000,14224,SG1999-124,Phillips Park Initiative,City of Minneapolis,0000003061A1,"Continue redevelopment of a four-block area in the Phillips Neighborhood in Minneapolis. This project is part of a larger neighborhood redevelopment plan that emphasizes maintaining the mixed-use character of the area. Funds will assist in the construction of six twinhome structures, with assistance in the form of value gap financing. The Council has previously awarded $575,000 in LCDA funds to this MCDA redevelopment initiative. Unit sales will be targeted to households below 115 percent of state median income.",Construction of 6 twinhome housing units,Phillips Park Initiative,N/A,Closed,," $	80,000.00 "," $	80,000.00 ",,"Chicago to Park, 24th and 25th Streets - Minneapolis -",Minneapolis,Hennepin,7,62A,8/25/99,,12/31/00,,,,,6/12/00,,,,,,1999,,01009,LHIA Historical Data,LHIA 
5821,244,09999,000,000,14307,SG2000-109,Humboldt Greenway,City of Minneapolis,0000003061A1,"Provide gap financing to help build and make more affordable 40 townhomes and single-family homes in the 94-unit Phase I of this 25-acre project. Humboldt Avenue will be redesigned with landscaping, a pedestrian mall, and enhancements to Shingle Creek, and new housing along the new thoroughfare between 47th and 53rd Avenues North. All the new 187 owner-occupied units will benefit from cost savings as a result of the increased density permitted by the city -- the 40 units assisted by this grant will cost $1 million less to develop. The Minneapolis Community Development Agency (MCDA) is undertaking this major reinvestment effort in partnership with a variety of groups; subsequent phases of development will include 93 more ownership units and 75 rental apartment units.",multifamily housing,Humboldt Greenway,N/A,Closed,," $	375,000.00 "," $	317,859.00 ",,"Humbordt Ave, 46th to 49th, 51st to 53rd Ave N - Minneapolis",Minneapolis,Hennepin,7,59A,10/18/00,,12/31/02,12/31/05,,,,2/8/01,,,,,,2000,,02810,IHA Historical Data,Inclusionary Housing Account
5821,241,09999,000,000,14169,SG2000-127,Near Northside Redevelopment,City of Minneapolis,0000003061A1,"Clean soil contamination on the former Sumner Heating Plant site affected by petroleum leaks from storage tanks. The Minneapolis Public Housing Authority owns this site, which has up to 13,000 cubic yards of petroleum impacted soils that may require excavation and thermal treatment or disposal at a landfill.  Parameters detected include arsenic, barium, chromium, lead, n-butylbenzene, sec-butylbenzene, ethylbenzene, napthalene, n-propylbenzene, trimethylbenzene, xylenes, GROs and DROs.  A Near Northside Redevelopment is planned with 10 homeownership and 23 rental townhouse units around a central courtyard.  This project is part of a 145-acre redevelopment of 900 units of mixed-income housing on the former public housing site that was the subject of the Hollman vs. Cisneros consent decree in 1995.",Multifamily housing,Heritage Park,N/A,Closed,," $	252,610.00 "," $	252,610.00 ",,635 N. Bryant Ave at Olson Memorial Highway (55) - Minneapolis,Minneapolis,Hennepin,7,59B,1/22/01,,12/31/02,,,,,4/23/01,,,,,,2000,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,243,09999,000,000,14242,SG2001-051,Rehab Support North and South,City of Minneapolis,0000003061A1,"Assist the Minneapolis Community Development Agency with making matching grants to up to 60 homeowners in 11 neighborhoods in South Minneapolis and as many as 18 neighborhoods in North Minneapolis.  The MCDA will make interest-free, 30-year deferred loans not to exceed $12,500 to qualifying homeowners who match the loan dollar per dollar.  The program will make these loans to households with incomes that do not exceed 115 percent of median income.",Rehabilitation of up to 60 single family housing units,,N/A,Closed,," $	150,000.00 "," $	150,000.00 ",,both north and south sides of city - Minneapolis,Minneapolis,Hennepin,7,59A,5/23/01,,12/31/02,,,,,10/29/01,,,,,,2001,,01009,LHIA Historical Data,LHIA 
5821,241,09999,000,000,14192,SG2002-079,Hollywood Theater,City of Minneapolis,0000003061A1,"Remediate asbestos, lead paint, and other hazardous materials in this former theater building.  The Art Deco theater was constructed in 1935 and has been designated historically significant by the Minneapolis Heritage Preservation Commission.  When cleanup is complete, a ""vaudeville 2000"" comedy club-type venue is proposed for the site.",Entertainment venue,,N/A,Closed,," $	160,000.00 "," $	100,387.31 ",,2815 Johnson St. NE - Minneapolis,Minneapolis,Hennepin,8,60A,6/26/02,,12/31/05,,,,,9/30/02,,,,,,2002,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14357,SG2002-181,Lenox Flats,City of Minneapolis,0000003061A1,"Abate asbestos and lead paint from a former rooming house on the southeast edge of downtown Minneapolis.  Built in 1894 as 24 flats, the red brick structure has extended bays with stained glass transom windows.  It was converted into 117 single-room residences with shared baths in the early 1960s.  Lead paint is present in window casings, window wells, and on plaster walls, doors, door casings, wainscoting, and floors.  Asbestos was found on pipe insulation, floor tile and linoleum.  Central Community Housing Trust proposed to renovate the building into 24 two-bedroom condominiums.  A small commercial business like a coffee or sandwich shop is also planned.  The site is included in the South 9th Street Historic District and will comply with its historic renovation requirements.",,,N/A,Closed,," $	125,000.00 ", $	-   ,,521 South 9th St. - Minneapolis,Minneapolis,Hennepin,7,59B,12/18/02,,12/31/05,,,,,2/25/03,,,,,,2002,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14358,SG2002-182,Portland Condominiums,City of Minneapolis,0000003061A1,"The December 2002 award will continue remediation work on Parcel D. Now that substantial improvements have been completed on other parts of the site it no longer qualifies for DTED funding.  The MCDA purchased the site in 1992 from the Resolution Trust Company and currently uses it as a tax-exempt parking lot. The upper three feet of soil are affected by low concentrations of metals, carcinogenic polynuclear aromatic hydrocarbons (PAHs) and diesel range organics (DROs).  Arsenic and mercury slightly exceed residential use standards.  These materials must be disposed of at an approved landfill and a portion of this excavation must be replaced with clean fill.  Soil removed for building foundations will be tested and reused on site if it meets residential standards or disposed of at a landfill if it does not.  Vapor barriers and engineering controls may be designed to manage potential vapors detected after the completion of site excavation.  This second phase of redevelopment on Parcel D will include construction of the 56-unit Portland Condominiums and two levels of underground parking.",Multifamily housing,,N/A,Closed,," $	460,000.00 "," $	460,000.00 ",,SE Corner of 2nd St. SE and Portland Ave - Minneapolis,Minneapolis,Hennepin,7,59B,12/18/02,,12/31/05,12/31/06,,,,,,,,,,2002,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14359,SG2002-183,628 Franklin Avenue,City of Minneapolis,0000003061A1,"TBRA grant funds will be used to remediate asbestos, lead paint and other hazardous materials in an apartment building vacant since 1994 and tax forfeiture in 1998.  Hazardous materials include asbestos, lead paint, pigeon droppings, mercury, mold, and fungus.  The MCDA purchased the property from Hennepin County in 2000 and has been exploring redevelopment options since the acquisition.  (The replacement of doors, windows, trim, pipe, tile, or linoleum, or the encapsulation of hazardous materials are not eligible for grant reimbursement.)  Central Community Trust and HOPE Community are developing the Children's Village Franklin-Portland Gateway Project on all four corners of the Franklin/Portland intersection on which this site is located.  Thea, LLC, a subsidiary of GESCO Construction, Inc. will rehabilitate the building into six condominiums and first floor commercial space.  The commercial possibilities include a copy/computer/fax service center and a coffee shop.",Mixed income ownership housing,,N/A,Closed,," $	140,000.00 "," $	136,051.97 ",,628 East Franklin Ave. - Minneapolis,Minneapolis,Hennepin,7,62A,12/18/02,,12/31/05,,,,,2/25/03,,,,,,2002,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14366,SG2003-072,Heritage Park - II (fka Near Northside Redevelopment),City of Minneapolis,0000003061A1,"The Minneapolis Community Development Agency requests funds for soil cleanup activities on a 40-acre site located both north and south of Olson Memorial Highway.  The Bassett Creek Valley area is a buried valley that was filled for development in the early part of the 20th century.  The materials used included a variety of inappropriate soils and debris.  Since it was filled, the area has had residential and heavy industrial land uses.  As a result of a 1995 consent decree from a class action complaint entitled Hollman vs. Cisneros, four distressed public housing developments were demolished along with the central heating plant and an oil storage facility.

Environmental assessments have found contaminants consisting of DRO's, PAH's lead and mercury in the soil.  The Heritage Park redevelopment area consists of many Phases.  This proposal supports redevelopment plans that include reconstructing the area containing former public housing developments into a stable, mixed-income, mixed-density, culturally diverse and high amenity urban neighborhood containing 900 units of rental, owner occupied and senior housing.  It is estimated 50 jobs will be created.  The site will also connect via streets, sidewalks and natural amenities to adjacent neighborhoods.",Multifamily housing,Heritage Park,N/A,Closed,," $	143,750.00 "," $	143,750.00 ",,East of Lyndale Ave North and South of Hwy 55. - Minneapolis -,Minneapolis,Hennepin,7,59B,6/25/03,,12/31/04,,,,,10/29/03,,,,,,2003,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,242,09999,000,000,14803,SG2003-102,Karamu East,City of Minneapolis,0000003061A1,"Funds will be used to develop a master plan, pedestrian overlay district, a Planned Unit Development with necessary zoning changes, a schematic design, and a market study for commercial and housing components.  The four-block mixed-use, mixed-income area could potentially include 20,000 square feet of comercial/retail space, 61 upper-level parking stalls, 13,000 square feet of office space, a 45-unit senior cooperative housing facility and nine-unit townhose development for first-time homeowners.  Also included would be integrated bus stop shelters and restored street grids in the area.",Master plan,,N/A,Closed,," $	46,395.00 "," $	42,806.72 ",,Plymouth at Penn Ave. - Minneapolis,Minneapolis,Hennepin,7,59B,8/27/03,,6/30/04,6/30/05,,,,1/21/04,,,,,,2003,,01003,LCDA Pre-Development Historical Data,LCDA Pre-Development 
5821,241,09999,000,000,14368,SG2003-124,Greenleaf Lofts,City of Minneapolis,0000003061A1,"Redevelop a vacant site with petro-related soil contamination into 27 owner-occupied condominiums, 4 commercial tenant spaces and a police substation.  The recommended amount reflects a modification of the project budget to account for cleanup costs of only the contaminated soil and not soil that needs to be excavated for the project.  This request is being used as a match to a DEED request.",Multifamily housing,,N/A,Closed,," $	25,122.00 "," $	25,122.00 ",,SW corner of West Franklin and Nicollet Ave. S- Minneapolis,Minneapolis,Hennepin,7,62A,12/17/03,,12/31/04,,,,,6/25/04,,,,,,2003,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14369,SG2003-125,1035 East Franklin Avenue,City of Minneapolis,0000003061A1,This is a supplemental request.  The redevelopment is for the Project for Pride and Living service center and headquarters.  It previously received TBRA funding for asbestos abatement.  The supplemental request is based on new guidance from MPCA that vermiculite insulation needs to be treated as asbestos containing material and abated appropriately.  Additional requested costs include higher than expected asbestos abatement.  The recommendation is to pay for the vermiculite abatement costs and not additional asbestos abatement costs.,PPL Headquarters,PPL Headquarters,N/A,Closed,," $	20,396.00 "," $	20,396.00 ",,1035 East Franklin Avenue - Minneapolis,Minneapolis,Hennepin,7,62A,12/17/03,,12/31/04,,,,,8/30/04,,,,,,2003,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14374,SG2003-130,1508 East Lake Street (fka Plaza Verde & Antiques Minnesota),City of Minneapolis,0000003061A1,"After asbestos abatement, this property will be transformed into a center for local businesses.  An arts and entrepreneur center in the heart of the burgeoning Latino community on Lake Street,  The Neighborhood Development Center, a nonprofit organization, is working with In the Heart of the Beast Theatre, the Latino Economic Development Center, and the Mercado Central to renovate a historic building that has been vacant for more than five years.",Arts and entrepreneurial center,,N/A,Closed,," $	232,000.00 "," $	232,000.00 ",,1508 East Lake Street - Minneapolis,Minneapolis,Hennepin,7,62A,12/17/03,,12/31/05,,,,,5/20/04,,,,,,2003,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14401,SG2005-051,Hiawatha Business Center,City of Minneapolis,0000003061A1,"The city of Minneapolis sought TBRA funding for soil remediation assistance at a five-acre parcel located at East 28th and Hiawatha.  The site, also known as Arsenic Triangle, is proposed to be redeveloped into a 60,200 square foot multi-tenant industrial building.  The site was cleaned-up to a certain level, or standard, by the responsible party.  This request is to remediate the site further, specifically in utility corridors, to allow for industrial use.  Contaminants of concern include arsenic, lead and petroleum related.  The city has also requested cleanup funding from Hennepin County.  TBRA funds will be utilized for costs associated with soil remediation.  Additional cleanup costs are estimated to be $ 258,800, which is about 5% of the redevelopment costs.",Industrial,,N/A,Closed,," $	168,200.00 "," $	157,088.58 ",,NW Corner of East 28th Street and Hiawatha Avenue - Minneapolis,Minneapolis,Hennepin,8,62A,6/29/05,,6/30/07,6/20/08,,,,9/16/05,,,,,,2005,05008290,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,243,09999,000,000,14288,SG2005-108,Village in Phillips Phase II,City of Minneapolis,0000003061A1,"Funds are being requested for gap financing for 36 owner-occupied condominium units in the Village in Phillips Phase II in Minneapolis.  Phase I of this development was partially funded with MHFA funds in 2001 and is nearing completion.  Phase II received partial MHFA funding in 2004, and will include 36 affordable housing units plus 2,760 square feet of commercial space that will be used for a small restaurant or coffee shop.  The total project consists of 6 one-bedroom, 20 two-bedroom and 10 three-bedroom units. Eight of the units will be marketed to households with incomes 50 percent or less of the area median income ($38,500 for a family of four), 8 units will be marketed to households with incomes at 50 to 80 percent and will be the recipient of the LHIA funds, and the remaining 20 units will be marketed to households with incomes between 80 and 115 percent.  Anticipated sales price will range from $139,500 to $196,000, with an average selling price of approximately $172,500.  The  grant of $150,000 in LHIA funds to be used as an affordability subsidy for the eight units to be marketed to households with incomes between 50-80 percent of the area median income. The LHIA funds will be matched by a $275,600 contribution from Hennepin County.  The City and Powderhorn Residents Group are partnering with the City of Lakes Community Land Trust (CLCLT) and Twin Cities Habitat for Humanity. The eight LHIA-funded units will be placed in the CLCLT and remain permanently affordable to buyers under 80 percent of the area median income.",Mixed income rental housing,Village in Phillips,N/A,Closed,," $	150,000.00 ", $	-   ,,SE & SW corners of Bloomington Ave South & 24th St. - Minneapolis,Minneapolis,Hennepin,7,62A,12/7/05,,12/31/07,12/31/08,,,,4/7/06,,,,,,2005,,01009,LHIA Historical Data,LHIA 
5821,241,09999,000,000,14432,SG2006-078,Master-2112 Broadway,City of Minneapolis,0000003061A1,"The Master-2112 Broadway project is located at the grant title address.  The building was constructed in the early 1930s as a food production /dairy building.  In the early 1990s, the building was expanded to 59,000 sq.ft. for use as a packing facility for nuts and imported fruit. The property has been vacant and for sale since 2003-04.  TBRA funding of $70,800 is to be used for asbestos and lead-based paint abatement.  The planned end use is a small business rental space for an estimated 10 to 15 new businesses in an existing 59,000 sq.ft.building. The building is 40% pre-leased. Expected benefits include an annual property tax  increase of $115,000 and the creation of 95 full-time jobs (85% living wage) and 25 part-time positions (76% living wage) when the project is completed.  

-",Small business,,N/A,Closed,2006-163," $	70,800.00 "," $	70,800.00 ",,2112 Broadway Avenue Minneapolis 55411,Minneapolis,Hennepin,7,59B,6/28/06,,6/30/08,,,,,9/27/06,,,,,,2006,06007654,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14433,SG2006-079,The Bridge,City of Minneapolis,0000003061A1,"The Bridge project is located at 1111 West 22nd Street in Minneapolis. TBRA funding ($51,000) is to be used for abatement of asbestos and lead-based paint in the building that is to be renovated, as well as pre-demolition abatement for two buildings that will be demolished.  Expected benefits include 18 units of affordable, supportive housing for youths (age 16-21) and the creation of two new full-time and 1 part-time (100% living wage ) positions.",multifamily housing,,N/A,Closed,2006-163," $	51,000.00 "," $	51,000.00 ",,1111 West 22nd Street Minneapolis 55405,Minneapolis,Hennepin,6,61A,6/28/06,,6/30/08,,,,,9/20/06,,,,,,2006,06007596,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14434,SG2006-080,Van Cleve Court (Bunge),City of Minneapolis,0000003061A1,"The Van Cleve Court (Bunge) project is located at 1932 12th Avenue SE.  The TBRA award for $121,500  is to be used to remediate known soil contamination and for asbestos and lead-based paint abatement. The planned end use is 175 housing units developed by Project for Pride in Living (PPL), including 88 rental and 89 ownership units, 106 of which  are expected to be affordable.",,Van Cleve Court,N/A,Closed,2006-163," $	121,500.00 "," $	56,441.60 ",,"901-941 13th Avenue SE, Minneapolis",Minneapolis,Hennepin,8,60B,6/28/06,,6/30/08,6/30/09,,,,9/20/06,,,,,,2006,06007594,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,243,09999,000,000,14296,SG2006-154,City of Lakes Community Land Trust (CLCLT),City of Minneapolis,0000003061A1,"Funds are being requested to enhance the affordability of up to six homes on scattered sites in Minneapolis through the City of Lakes Community Land Trust (CLCLT).  The CLCLT was established to provide permanent affordability to households who live and work in Minneapolis but are unable to afford to own a home on conventional terms.  The CLCLT has a variety; of levelrage, both in-kind and cash , to include local business contributions.  The CLCLT is partnering with Urban Homeworks, a non-profit builder/developer working in Minneapolis, who will use the Youthbuild workforce to keep labor costs down.  The proposed new housing will be constructed on vacant, in-fill lots to make use of existing infrastructure.  The CLCLT will target lots that are within a few blocks of bus lines, parks, schools, businesses, and social and human services.

The six LHIA-funded units will be placed in the CLCLT and remain permanently affordable to buyers under 80 percent of the area median income.",Scattered site affordable single family,CLCLT,N/A,Closed,," $	100,000.00 "," $	100,000.00 ",,"1619 Penn Ave N, 1314 15th Ave N, 1522 Irving Ave N,  2130 Bryant Ave N, see Comments for other addresses",Minneapolis,Hennepin,7,59B,12/13/06,,12/31/08,12/31/09,,,,3/28/07,,,,,,2006,07002629,01009,LHIA Historical Data,LHIA 
5821,241,09999,000,000,14446,SG2006-176,1209 Tyler Street NE,City of Minneapolis,0000003061A1,"The applicant was awarded $211,575 for asbestos and lead paint abatement for a 3.14-acre site formerly used for paint and linseed oil manufacturing. Soil contamination will be addressed by the Davis Frost Company as a responsible party. The company is currently enrolled in the Voluntary Investigation and Cleanup (VIC) program at the MPCA. Funds are to be used for a hazardous materials survey, and asbestos and lead-based paint abatement.  Expected benefits include the renovation of a 40,000 sq. ft. commercial/industrial space, 80 new FTE and 5 retained FTE jobs (100% living wage),  an increase of $134,632 in net tax capacity and $3.7 million of private investment.","40,000 SF commercial space",,N/A,Closed,2006-322," $	211,500.00 "," $	211,499.90 ",,"1209 Tyler Street NE, Minneapolis",Minneapolis,Hennepin,8,60A,1/17/07,,12/31/08,12/31/09,,,,4/15/07,,,,,,2006,07003262,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14448,SG2006-178,Crown Center: the Shed (fka Crown Iron/Electric Machine),City of Minneapolis,0000003061A1,"The Crown Iron/Electric Machine project is located at 1227-1361 Tyler Street NE.  The applicant was awarded $690,000 from TBRA to be used only for a hazardous materials survey and for asbestos remediation.  Additional requests were made for $496,350 in DEED funds and $86,034 in Hennepin ERF funds for soil remediation of a 5.6-acre site formerly used for machining and as a foundry. Contamination identified includes VOC (BaP equivalents), SVOC, metals (arsenic, barium, chromium, lead, and mercury), DRO in soil, petroleum, and chlorinated solvents in groundwater, and asbestos in the building. Expected benefits include the development of 75,000 sq. ft. of renovated commercial industrial space adding 230 new FTE jobs and retaining 10 FTE jobs (100% living wage),  32 live/work rental units (on the 2nd floor),  an increase of $374,829 in net tax capacity and $8 million of private investment.",Commercial industrial multifamily housing,,N/A,Closed,2006-322," $	690,000.00 "," $	445,351.42 ",,"1227-1361 Tyler Street NE, Minneapolis,",Minneapolis,Hennepin,8,60A,1/17/07,,12/31/08,12/31/09,,,,4/15/07,,,,,,2006,07003264,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14449,SG2006-179,Pacific Flats,City of Minneapolis,0000003061A1,"The Pacific Flats project is located at Washington Avenue N. and 2nd Avenue N.  The applicant was awarded $415,000 from TBRA for asbestos remediation only, and $782,035 in DEED funds for soil cleanup of a 2.44-acre site with various former uses including warehousing and milling operations, implement and mattress manufacturing, machining, automotive repair, a filling station, and many sales and service companies. Another request for $296,907 from the Hennepin County Emergency Response Fund was pending.  Contamination identified includes PAH (BaP equivalents), VOCs, metals (arsenic, lead, and mercury) in the soil, TCE and vinyl chloride in the groundwater, and asbestos in the buildings. Expected benefits of the clean up  include the renovation of, and an addition to, the former Northwestern Glass building for use as a 128,000 sq. ft. boutique hotel (10 stories), and 172,000 sq. ft. of commercial retail space adding 219 new FTE jobs and retaining 34 FTE jobs (90% living wage), with an increase of $2,503,649 in net tax capacity and $70 million of private investment.",Retail and multifamily housing,,N/A,Closed,2006-322," $	415,000.00 ", $	-   ,,"Block at Washington Ave N, 2nd St N, 2nd Ave N, & 3rd Ave - Mpls",Minneapolis,Hennepin,7,59B,1/17/07,,12/31/08,,,,,4/3/07,,,,,,2006,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14458,SG2007-039,Coloplast,City of Minneapolis,0000003061A1,"The applicant is requesting $54,540 in matching funds for environmental investigation and soil remediation of a 5.41-acre site formerly used as a sawmill, rail yard, and machine shop. Contamination identified includes arsenic, and PAHs (BaP equivalents associated with coal slag) and a single detection of PCE in the soil. Expected benefits include the replacement of two smaller one-story office buildings with a 6-story class-A office building totaling 90,000 square feet. The completed redevelopment will result in 52,750 square feet of additional space for a total of 197,050 square feet of finished office space.  Funds are to be used for environmental investigation and soil remediation. Demolition and deep foundation system are not eligible for funding.",Office,,N/A,Closed,2007-185," $	54,500.00 "," $	54,500.00 ",,"1525, 1601 and 1615 West River Road North, Minneapolis",Minneapolis,Hennepin,7,59B,6/27/07,,6/30/09,,,,,9/7/07,,,,,,2007,07007344,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14460,SG2007-041,Longfellow Station,City of Minneapolis,0000003061A1,"AMENDED DESCRIPTION:  The Longfellow Station project is a high-density multi-use transit oriented development (TOD) located in immediate proximity to the 38th St. transit station of the Hiawatha LRT line. When completed the project will include the construction of 185-215 housing units, 35,000 to 50,000 square  feet of commercial space, and approximately 430 spaces (structured, below-grade, and surface) parking spaces. The project is seeking assistance for a key project component - a omprehensive integrated and innovative green stormwater management system. The rental housing is made up of 185-215 units (approximately 119 affordable). The commercial space may include a grocery store as well as other neighborhood commercial uses at ground level immediately adjacent to the housing structures. Commercial space users and housing residents will be able to park in the structured and below grade parking spaces. The estimated total development costs for the project are approximately $50 million. The project developers have site control, have in place a complete development team, and are working with the neighborhood and city staff on land use and zoning approvals.",Mixed income rental housing & retail,Longfellow Station,N/A,Closed,2007-185," $	295,200.00 "," $	295,200.00 ",,"3815 Hiawatha Avenue, Minneapolis",Minneapolis,Hennepin,8,63A,6/27/07,,6/30/09,9/30/10,9/17/09,9/23/98,9/25/09,12/3/07,9/29/09,,,,,2007,07009932,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14461,SG2007-042,Seward Co-op (fka Riverside Market),City of Minneapolis,0000003061A1,"The applicant is requesting $89,125 in funds for asbestos and lead-based paint abatement, removal of an above-ground storage tank, soil remediation and soil vapor mitigation on a 1.1-acre site formerly used as grocery store, auto showroom, gas station and auto repair facility. Expected benefits include the rehabilitation of the existing structure and a 9,000 square foot addition for a retail grocery business. Funds are to be used for asbestos and lead-based paint abatement, soil remediation and soil vapor mitigations.",Retail,,N/A,Closed,2007-185," $	102,600.00 "," $	98,638.95 ",,"2801 & 2823 East Franklin Avenue, 2012 29th Avenue, Minneapolis",Minneapolis,Hennepin,8,60B,6/27/07,,6/30/09,,,,,9/7/07,,,,,,2007,07007350,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14492,SG2008-132,200 1st Street North,City of Minneapolis,0000003061A1,"The applicant is requesting $92,609 in TBRA funding and $65,875 from Hennepin County for environmental investigation, asbestos and lead-based paint abatement, soil remediation and soil vapor mitigation of a vacant commercial building on a 0.2-acre site with various former uses including carriage manufacturing, hide and fur tanning, farm implement storage, stoker repair and manufacturing and most recently for manufacturing measuring equipment and wire cutter tools. Expected benefits include the renovation of the existing building into 20,500 square feet of new multi-tenant commercial space for 2-3 small to mid-size businesses. The TBRA recommendation is $92,600, the full amount of the TBRA request. Funds are to be used for environmental investigation, asbestos abatement, lead-based paint abatement, soil remediation and soil vapor mitigation.","20,500 SF multi-tenant commercial",,N/A,Closed,2008-264," $	92,600.00 "," $	92,600.00 ",,"200 1st Street North, Minneapolis",Minneapolis,Hennepin,7,59B,1/14/09,,12/31/10,,1/15/09,1/23/09,3/18/09,3/23/09,3/24/09,,,,,2008,09002084,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14924,SG2009-084,The Greenleaf (fka Lyndale Green),City of Minneapolis,0000003061A1,"The applicant is requesting $170,000 in TBRA funding for asbestos abatement of a church addition on a 0.9-acre site formerly included a filling station and other commercial and residential structures prior to the construction of an addition to the Salem English Lutheran Church in the early 1960s. Abatement required as part of the renovation of the original Salem English Lutheran Church is not part of the TBRA request. The applicant has received $65,000 from Hennepin County for the soil remediation and soil vapor mitigation costs associated with the petroleum-impacted soil on site. Expected benefits include the development of 61 affordable rental units and 8,900 square feet of commercial space and 51 units of underground parking. Thirteen (13) of the units will be affordable at 50% AMI and 48 units will be affordable at 60% AMI. An LCDA grant for $850,000 was awarded in 2008 for land acquisition and demolition of the church addition. The TBRA recommendation is $170,000, to fully fund the eligible costs requested. Grant-Funded Activities include asbestos abatement of the church addition. (Bid preparation costs are not eligible for grant funds.)","61 affordable rental units and 8,900 SF of commercial space with 51 units of underground parking next to an historic church.",The Greenleaf,N/A,Closed,2010-5," $	170,000.00 "," $	160,144.34 ",,610 W 28th St Minneapolis,Minneapolis,Hennepin,7,62A,1/13/10,,12/31/11,,1/15/10,2/28/10,4/26/10,4/30/10,5/1/10,,,,,2009,10003019,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,243,09999,000,000,14723,SG2009-090,Riverside Plaza,City of Minneapolis,0000003061A1,"The project involves the acquisition, rehabilitation and preservation of a 1,303 unit development, in the Cedar Riverside neighborhood of Minneapolis.  Riverside Plaza was built in 1973 and was part of the HUD ""New Town in Town"" projects and is a mixed-income, workforce housing complex which includes 669 project based section 8 units, a post office, a grocery story, daycare facilities and resident services resource center.  In addition, it houses one of the largest on-site education facilities found in any housing complex in the nation with services for early child care, a K-8 charter school, computer education labs and adult literacy programs.  The project is also located immediately adjacent to a proposed Central Corridor LRT stop. Units will remain affordable for 30 years.  The entire project consists of 193 efficiency units, 510 one-bedroom units, 534 two-bedroom units, 58 three-bedroom units, and 8 four-bedroom units.  All units will be affordable to households at 50% or less of area median income ($41,950 for a family of four). Twenty of those units will be set aside and marketed to households experiencing long-term homelessness.  Rents including utilities) range from $545 to $1,595. Local resources used to match the LHIA funds include $2,500,000 Minneapolis CAP funds.  LHIA funds will be used for costs associated with acquisition or rehabilitation of the units.",Mixed income housing rehabilitation,Riverside Plaza,N/A,Closed,2010-063," $	575,000.00 "," $	575,000.00 ",,1600 S 6th St Minneapolis,Minneapolis,Hennepin,8,60B,2/24/10,,12/31/11,,2/25/10,3/4/10,4/28/10,4/29/10,4/29/10,,,,,2009,10003021,01009,LHIA Historical Data,LHIA 
