Account,Fund,Dept,PROGRAMClass,Class,ProjectNumber,Subgrant,ProjectName,Grantee,Vendor ID,DESCRIPTION,ProjectSummary,MasterProject,Theme,GrantStatus,BusinessItem,Grant Amount,Appropriation commited amount,Match amount,Address,City,County,CountilDistrict,Legislative District,DateAwarded,POSC,ExpirationDate,AmendedExpDate,ContractLegal,ContractSent,ContractReceived,ContractExecuted,ExecConstractSent,FederalFY,StateFY,ClaimDueDate,YearAvailReissue,YearFunded,PONumber,FO_ID,FundingOpportunity,ProgramArea
5821,241,09999,000,000,14449,SG2006-179,Pacific Flats,City of Minneapolis,0000003061A1,"The Pacific Flats project is located at Washington Avenue N. and 2nd Avenue N.  The applicant was awarded $415,000 from TBRA for asbestos remediation only, and $782,035 in DEED funds for soil cleanup of a 2.44-acre site with various former uses including warehousing and milling operations, implement and mattress manufacturing, machining, automotive repair, a filling station, and many sales and service companies. Another request for $296,907 from the Hennepin County Emergency Response Fund was pending.  Contamination identified includes PAH (BaP equivalents), VOCs, metals (arsenic, lead, and mercury) in the soil, TCE and vinyl chloride in the groundwater, and asbestos in the buildings. Expected benefits of the clean up  include the renovation of, and an addition to, the former Northwestern Glass building for use as a 128,000 sq. ft. boutique hotel (10 stories), and 172,000 sq. ft. of commercial retail space adding 219 new FTE jobs and retaining 34 FTE jobs (90% living wage), with an increase of $2,503,649 in net tax capacity and $70 million of private investment.",Retail and multifamily housing,,N/A,Closed,2006-322," $	415,000.00 ", $	-   ,,"Block at Washington Ave N, 2nd St N, 2nd Ave N, & 3rd Ave - Mpls",Minneapolis,Hennepin,7,59B,1/17/07,,12/31/08,,,,,4/3/07,,,,,,2006,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14458,SG2007-039,Coloplast,City of Minneapolis,0000003061A1,"The applicant is requesting $54,540 in matching funds for environmental investigation and soil remediation of a 5.41-acre site formerly used as a sawmill, rail yard, and machine shop. Contamination identified includes arsenic, and PAHs (BaP equivalents associated with coal slag) and a single detection of PCE in the soil. Expected benefits include the replacement of two smaller one-story office buildings with a 6-story class-A office building totaling 90,000 square feet. The completed redevelopment will result in 52,750 square feet of additional space for a total of 197,050 square feet of finished office space.  Funds are to be used for environmental investigation and soil remediation. Demolition and deep foundation system are not eligible for funding.",Office,,N/A,Closed,2007-185," $	54,500.00 "," $	54,500.00 ",,"1525, 1601 and 1615 West River Road North, Minneapolis",Minneapolis,Hennepin,7,59B,6/27/07,,6/30/09,,,,,9/7/07,,,,,,2007,07007344,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14460,SG2007-041,Longfellow Station,City of Minneapolis,0000003061A1,"AMENDED DESCRIPTION:  The Longfellow Station project is a high-density multi-use transit oriented development (TOD) located in immediate proximity to the 38th St. transit station of the Hiawatha LRT line. When completed the project will include the construction of 185-215 housing units, 35,000 to 50,000 square  feet of commercial space, and approximately 430 spaces (structured, below-grade, and surface) parking spaces. The project is seeking assistance for a key project component - a omprehensive integrated and innovative green stormwater management system. The rental housing is made up of 185-215 units (approximately 119 affordable). The commercial space may include a grocery store as well as other neighborhood commercial uses at ground level immediately adjacent to the housing structures. Commercial space users and housing residents will be able to park in the structured and below grade parking spaces. The estimated total development costs for the project are approximately $50 million. The project developers have site control, have in place a complete development team, and are working with the neighborhood and city staff on land use and zoning approvals.",Mixed income rental housing & retail,Longfellow Station,N/A,Closed,2007-185," $	295,200.00 "," $	295,200.00 ",,"3815 Hiawatha Avenue, Minneapolis",Minneapolis,Hennepin,8,63A,6/27/07,,6/30/09,9/30/10,9/17/09,9/23/98,9/25/09,12/3/07,9/29/09,,,,,2007,07009932,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14461,SG2007-042,Seward Co-op (fka Riverside Market),City of Minneapolis,0000003061A1,"The applicant is requesting $89,125 in funds for asbestos and lead-based paint abatement, removal of an above-ground storage tank, soil remediation and soil vapor mitigation on a 1.1-acre site formerly used as grocery store, auto showroom, gas station and auto repair facility. Expected benefits include the rehabilitation of the existing structure and a 9,000 square foot addition for a retail grocery business. Funds are to be used for asbestos and lead-based paint abatement, soil remediation and soil vapor mitigations.",Retail,,N/A,Closed,2007-185," $	102,600.00 "," $	98,638.95 ",,"2801 & 2823 East Franklin Avenue, 2012 29th Avenue, Minneapolis",Minneapolis,Hennepin,8,60B,6/27/07,,6/30/09,,,,,9/7/07,,,,,,2007,07007350,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14492,SG2008-132,200 1st Street North,City of Minneapolis,0000003061A1,"The applicant is requesting $92,609 in TBRA funding and $65,875 from Hennepin County for environmental investigation, asbestos and lead-based paint abatement, soil remediation and soil vapor mitigation of a vacant commercial building on a 0.2-acre site with various former uses including carriage manufacturing, hide and fur tanning, farm implement storage, stoker repair and manufacturing and most recently for manufacturing measuring equipment and wire cutter tools. Expected benefits include the renovation of the existing building into 20,500 square feet of new multi-tenant commercial space for 2-3 small to mid-size businesses. The TBRA recommendation is $92,600, the full amount of the TBRA request. Funds are to be used for environmental investigation, asbestos abatement, lead-based paint abatement, soil remediation and soil vapor mitigation.","20,500 SF multi-tenant commercial",,N/A,Closed,2008-264," $	92,600.00 "," $	92,600.00 ",,"200 1st Street North, Minneapolis",Minneapolis,Hennepin,7,59B,1/14/09,,12/31/10,,1/15/09,1/23/09,3/18/09,3/23/09,3/24/09,,,,,2008,09002084,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14924,SG2009-084,The Greenleaf (fka Lyndale Green),City of Minneapolis,0000003061A1,"The applicant is requesting $170,000 in TBRA funding for asbestos abatement of a church addition on a 0.9-acre site formerly included a filling station and other commercial and residential structures prior to the construction of an addition to the Salem English Lutheran Church in the early 1960s. Abatement required as part of the renovation of the original Salem English Lutheran Church is not part of the TBRA request. The applicant has received $65,000 from Hennepin County for the soil remediation and soil vapor mitigation costs associated with the petroleum-impacted soil on site. Expected benefits include the development of 61 affordable rental units and 8,900 square feet of commercial space and 51 units of underground parking. Thirteen (13) of the units will be affordable at 50% AMI and 48 units will be affordable at 60% AMI. An LCDA grant for $850,000 was awarded in 2008 for land acquisition and demolition of the church addition. The TBRA recommendation is $170,000, to fully fund the eligible costs requested. Grant-Funded Activities include asbestos abatement of the church addition. (Bid preparation costs are not eligible for grant funds.)","61 affordable rental units and 8,900 SF of commercial space with 51 units of underground parking next to an historic church.",The Greenleaf,N/A,Closed,2010-5," $	170,000.00 "," $	160,144.34 ",,610 W 28th St Minneapolis,Minneapolis,Hennepin,7,62A,1/13/10,,12/31/11,,1/15/10,2/28/10,4/26/10,4/30/10,5/1/10,,,,,2009,10003019,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14927,SG2010-055,Linden Hills,City of Minneapolis,0000003061A1,"The applicant requested $35,907 in funding from TBRA, $414,306 from DEED and $35,906 from Hennepin County for asbestos abatement, soil remediation, and soil vapor mitigation of a 0.87-acre site that formerly included a gas station and auto service station and a tire and battery repair business. The site is currently used as a restaurant and commercial office. Expected benefits include the development of a single mixed-use (residential and commercial) building including 32 units of ownership housing (including one affordable unit) and 8,000 square feet of commercial retail with two levels of underground parking.
The TBRA recommendation is $35,900, the full amount of the TBRA request as rounded. Funding is to be used for asbestos abatement, soil remediation, and soil vapor mitigation. (Demolition costs are not eligible for TBRA funding.)","Mixed-use building including 32 units of ownership housing (including one affordable unit) and 8,000 square feet of commercial retail with two levels of underground parking.",,N/A,Closed,2010-228," $	35,900.00 ", $	-   ,,"4242 - 4264 Upton Ave S., Minneapolis",Minneapolis,Hennepin,6,61A,7/14/10,,6/30/12,,7/15/10,8/26/10,9/13/10,9/17/10,9/17/10,,,,,2010,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14363,SG2003-069,Washington Live-Work Building,City of Minneapolis,0000003061A1,"The Minneapolis Community Development Agency (MCDA) seeks TBRA funding for cleanup assistance at Washington Avenue South and East of Portland Avenue.  Historic use of the site includes a railroad yard, and since 1992 a parking lot.  Several subsurface investigations, feasibility studies and response actions have been implemented at the site.    A groundwater removal and treatment, steam injection and soil vapor extraction remediation system was installed in 1998 and abandoned in 2002 after receiving approval from MPCA.  However soil contamination consisting of metals, DROs, petroleum related VOCs and PAHs needs to be addressed prior to redevelopment occurring.  Redevelopment plans for the Washington Live/Work Building will be the third and final phase of the western block of Parcel D.  The first phase was the Park Avenue Lofts West; the second Phase was the Portland Condominiums.  TBRA funding was utilized for the first two phases.  The Washington Live Work Building will include 28 for sale condominiums, with street level retail/commercial businesses and two levels of underground parking.",multifamily housing,Washington Live-Work Building,N/A,Closed,," $	359,785.00 "," $	305,455.42 ",,SE corner of Washington Ave S and Portland - Minneapolis,Minneapolis,Hennepin,7,59B,6/25/03,,12/31/04,12/31/05,,,,11/17/03,,,,,,2003,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14450,SG2006-180,SoHo - 718 Washington Avenue N,City of Minneapolis,0000003061A1,"The SoHo 718 Washington Avenue North project is located at the grant title address.  The applicant was awarded $47,600 from TBRA in supplemental funding for a 0.51-acre site formerly used as office and warehouse space for the Johnson Nut Company.  Contamination identified in the application includes asbestos, DRO, naphthalene, xylene, and toluene. Completed remediation activities include removal of petroleum-impacted soil and much of the asbestos abatement. Activities for the current request include additional asbestos abatement and removal of hazardous wastes. Funds are to be used for additional investigation, asbestos abatement, removal of petrochemicals, and for environmental oversight.  Costs for soil remediation were not conducted under a Development Response Action Plan (DRAP) approved by the MPCA and thus are not eligible.  Expected benefits include the renovation of a 106,000 square foot warehouse into 31 commercial spaces and 24 live/work units (6 of which are affordable), 25 new FTE jobs and 83 retained FTE jobs (88% living wage), an increase of $404,782 in net tax capacity and $5.5 million of private investment. Funding previously awarded includes $275,000 from TBRA and $11,287 from DEED in the Fall 2005 funding cycle, and $45,261 from the Hennepin County ERF in the Spring 2006 funding cycle.",multifamily housing and commercial,SoHo,N/A,Closed,2006-322," $	47,600.00 "," $	47,600.00 ",,"714-718 Washington Ave N, Minneapolis",Minneapolis,Hennepin,7,59B,1/17/07,,12/31/08,,,,,3/19/07,,,,,,2006,07002241,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14481,SG2008-074,Broadway Plaza,City of Minneapolis,0000003061A1,"The applicant is requesting $224,489 in TBRA funding, $77,274 from DEED and $198,867 from Hennepin County for environmental investigation, asbestos abatement, soil remediation and soil vapor mitigation on a 2.4-acre site with former commercial uses including a gas station and auto service business. The contamination of concern identified includes Diesel Range Organics (DRO), Volatile Organic Compounds (VOCs), and metal (selenium) in the soil, Gasoline Range Organics (GRO) in the ground water and Asbestos Containing Minerals (ACM) and lead-based paint in the existing structures. Expected benefits include the develoment of a 21,000 sq. ft. fitness center, 44,000 sq. ft. retail and office space, 327 units of structured parking and a public outdoor plaza. Funds are to be used for environmental investigation, asbestos abatement, off-site disposal of contaminated soil and soil vapor mitigation. Costs for excavation, loading and hauling excess soil (including contaminated soil) off-site are considered a development cost and are not eligible. Costs associated with geotechnical activities also are not eligible.","Commercial, office & outdoor plaza",,N/A,Closed,2008-132," $	224,400.00 "," $	66,958.16 ",,"718, 800 W Broadway; 2018-2024 Aldrich Ave; 715, 801 21st Ave N Minneapolis",Minneapolis,Hennepin,7,59A,6/25/08,,6/30/10,,6/18/08,6/26/08,9/18/08,9/22/08,9/22/08,,,,,2008,08007333,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14482,SG2008-075,Abbott Apartments (fka Dunwoody Flats),City of Minneapolis,0000003061A1,"The applicant is requesting $328,000 in TBRA funding for asbestos abatement and $328,000 from Hennepin County for asbestos and other hazardous materials abatement on a 4-story building built in 1920 on a 1.7 -acre site formerly used as a hospital facility. Expected benefits include the development of 125 units of work force rental housing (including 10 affordable units). The TBRA recommendation is $161,600 to fund the portion of eligible request remaining after higher-ranked projects are funded. Funds are to be used for asbestos and lead-based paint abatement. Costs related to environmental investigation, bidding and removal and disposal of other hazardous or regulated materials are not eligible for TBRA funding.",Mixed income rental housing,,N/A,Closed,2008-132," $	161,600.00 "," $	161,600.00 ",,110 East 18th Street,Minneapolis,Hennepin,7,62A,6/25/08,,6/30/10,6/30/13,5/6/11,6/1/11,6/13/11,6/19/08,6/24/11,,,,,2008,08007332,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14494,SG2008-134,Soo Line Building II,City of Minneapolis,0000003061A1,"The applicant is requesting $254,628 in supplemental TBRA funding for additional asbestos abatement for partial conversion of an existing office building (floors 1-10) into a hotel on a 0.38-acre site directly adjacent to the Hiawatha LRT. Expected benefits include the development of 185-room hotel and 126,437 sq. ft. of retail and office space. New retail space will occupy floors 1 and 2 and existing office space will remain on floors 11 and above. Previous funding includes $614,500 from TBRA for asbestos abatement in the fall 2007 application cycle.

The TBRA recommendation is $207,600, to fully fund the eligible costs requested. Funding is to be used for additional asbestos abatement within floors 1-10 as well as upper and lower sub-basement, roof, and east and west stairwell pipe chases needed to upgrade mechanical systems to accommodate the hotel use.","Expected benefits include the development of 185-room hotel and 126,437 sq. ft. of retail and office space.",Soo Line Building,N/A,Closed,2008-264," $	207,600.00 "," $	3,240.56 ",,"501 Marquette Ave So, Minneapolis",Minneapolis,Hennepin,7,59B,1/14/09,,12/31/10,,1/15/09,1/23/09,3/23/09,3/24/09,3/25/09,,,,,2008,09002086,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14970,SG2010-158,City Place Lofts,City of Minneapolis,0000003061A1,"The grantee requested $350,000 from TBRA and $100,000 from Hennepin County for environmental investigation, asbestos abatement and lead-based paint abatement of an 8-story educational building.",Affordable housing & retail,,N/A,Closed,2011-19," $	212,600.00 ", $	-   ,,"730 Hennepin Ave., Minneapolis",Minneapolis,Hennepin,7,59B,1/26/11,,12/31/12,,2/8/11,2/18/11,4/25/11,5/4/11,5/11/11,,,,,2010,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14971,SG2010-159,Riverside Plaza,City of Minneapolis,0000003061A1,"The grantee requested $800,000 in TBRA funding and $500,000 from Hennepin County for asbestos and lead-based paint abatement within the 12 existing buildings comprising the primarily residential complex.",Mixed income housing rehabilitation,Riverside Plaza,N/A,Closed,2011-19," $	800,000.00 "," $	800,000.00 ",,"1600 South 6th St., Minneapolis",Minneapolis,Hennepin,8,60B,1/26/11,,12/31/12,,2/8/11,2/18/11,3/31/11,4/4/11,4/18/11,,,,,2010,11002806,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5/21,241,09999,000,000,14994,SG2011-053,University Gateway Phase I,City of Minneapolis,0000003061A1,"TBRA funds will be used for environmental site investigation and soil remediation on a 1.39-acre site formerly used as a gas station. Contaminants of concern include diesel-range organics (DRO), gasoline-range organics (GRO), petroleum and non-petroleum volatile organic compounds (VOCs), lead and polynuclear aromatic hydrocarbons (PAHs) in shallow and deep soils on the site. Petroleum impacts have also been found in the ground water below the site.","15,000 SF mixed-use retail and office building with underground parking",,N/A,Closed,2011-172," $	79,300.00 ", $	-   ,,"928 University Avenue  SE, Minneapolis",Minneapolis,Hennepin,8,60B,7/13/11,,6/30/14,,8/1/11,8/2/11,9/20/11,9/22/11,9/26/11,,,,,2011,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14995,SG2011-054,Oak Street Flats,City of Minneapolis,0000003061A1,"TBRA funds will be used for environmental site investigation, hazardous materials survey, asbestos abatement and soil remediation of a 0.33-acre site occupied by a movie theatre with an adjacent restaurant. A former oil burner and associated fuel storage tank was also believed to have been located on the site. Contaminants of concern include arsenic, polynuclear aromatic hydrocarbons (PAHs) and diesel-range organics (DRO) in the surface soil and arsenic and DRO in groundwater.",Market rate rental with retail,,N/A,Closed,2011-172," $	34,500.00 "," $	34,500.00 ",,"313 & 309 Oak St SE, Minneapolis",Minneapolis,Hennepin,8,60B,7/13/11,,6/30/14,,8/1/11,8/2/11,9/20/11,9/22/11,9/23/11,,,,,2011,11006893,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14730,SG2011-059,ElseWarehouse (Precision Building),City of Minneapolis,0000003061A1,"TBRA funds will be used for environmental site investigation, hazardous material surveys, asbestos and lead-based paint abatement, polychlorinated biphenyls (PCB) remediation, underground storage tank removal, soil remediation and soil vapor mitigation of a 6-story building on a 0.93-acre site formerly used by a printing operations business, asbestos building materials suppliers, a chemical supplier and electrical equipment manufacturer. More recent tenants have include additional printers and clean product businesses, a synthetic rubber projects company, a tool and die manufacturer, cordage and vending machine manufacturer. The contaminants of concern include diesel-range organics (DRO), polynuclear aromatic hydrocarbons (PAHs), volatile organic compounds (VOCs), metals, polychlorinated biphenyls (PCBs), lead-based paint and asbestos.","130 apartments with 20,000 SF of commercial space and enclosed parking",,N/A,Closed,2011-172," $	612,500.00 "," $	612,500.00 ",,740 Washington Ave N Minneapolis,Minneapolis,Hennepin,7,59B,7/13/11,,6/30/14,,8/1/11,8/2/11,9/20/11,9/22/11,9/26/11,,,,,2011,11006897,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,16032,SG2011-172,430 Oak Grove,City of Minneapolis,0000003061A1,"$265,300 in TBRA funding and $442,500 from Hennepin County for environmental investigation, asbestos abatement, lead-based paint abatement and well-sealing on a 0.86 acre site used as an office since 1923. Expected benefits include renovation of the building into 74 apartments. Private investment is estimated to be approximately $13.7 million.",Market rate housing,,N/A,Closed,2011-367," $	265,300.00 "," $	265,300.00 ",,"430 Oak Grove Street, Minneapolis",Minneapolis,Hennepin,7,61A,1/11/12,,12/31/14,,1/16/12,1/25/12,4/18/12,4/18/12,4/18/12,,,,,2011,12003007,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,16033,SG2011-173,222 Hennepin (fka Jaguar),City of Minneapolis,0000003061A1,"$442,900 in TBRA funding and $440,00 from DEED for environmental investigation, asbestos abatement, abatement of polychlorinated biphenyl caulk, and soil remediation on 2.5-acre commercial site used as an automotive sales and service business and formerly included various manufactures, hotels, theaters, restaurants, liveries and printing shops. The contaminants of concern identified include volatile organic compounds, polynuclear aromatic hydrocarbons, arsenic, lead, and petroleum-related compounds in the soil and related soil vapor impacts. Expected benefits include 286 apartments (3 affordable) and approximately 40,000 square afeet of retail grocery space. Private investment is estimated to be $53 million.","Mixed income housing & 40,000 SF grocery space",,N/A,Closed,2011-367," $	442,900.00 "," $	442,900.00 ",,"222 Hennepin Ave, Minneapolis",Minneapolis,Hennepin,7,59B,1/11/12,,12/31/14,,1/16/12,1/25/12,4/18/12,4/18/11,4/18/12,,,,,2011,12003008,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,16034,SG2011-174,Riverside Plaza II,City of Minneapolis,0000003061A1,"$300,000 in TBRA funding and $100,000 from Hennepin County for additional asbestos and lead-based paint abatement on a 9.27-acre residential site. The contaminants of concern identified include asbestos and lead-based paint within eleven buildings that make up the complex. Expected benefits include renovation of the existing 1,303 apartments including 1,174 affordable units. Private investment is estimated to be approximately $116 million.",Mixed income housing rehabilitation,Riverside Plaza,N/A,Closed,2011-367," $	300,000.00 "," $	300,000.00 ",,"1600 South 6th St, Minneapolis",Minneapolis,Hennepin,8,60B,1/11/12,,12/31/14,,1/16/12,1/25/12,4/18/12,4/18/11,4/20/12,,,,,2011,12003009,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,16071,SG2012-015,The Knoll (fka 1101 University),City of Minneapolis,0000003061A1,"$173,400 in TBRA funding for environmental investigation (including an asbestos and lead-based paint survey), asbestos abatement lead-based paint abatement and soil remediation on a one-acre institutional site with an existing student center, chapel and parsonage. The contaminants of concern identified include polynuclear aromatic hydrocarbons (PAHs), metals (mercury) and diesel-range organics (DRO) primarily from a former leaking fuel oil tank and contamination in the soils used to backfill the site as well as volatile organic compounds in the ground water.",94 market rate and 1 affordable apartment,,N/A,Closed,2012-195," $	173,400.00 "," $	173,400.00 ",,"1101 University SE, Minneapolis",Minneapolis,Hennepin,8,60B,6/18/12,,6/30/15,,,,,,,,,,,2012,12006399,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,16074,SG2012-018,Dwell at Calhoun,City of Minneapolis,0000003061A1,"$226,500 in TBRA funding for environmental investigation, soil remediation (including disposal of buried concrete with asbestos) and treatment of contaminated ground water on an undeveloped 2.7-acre site that was used for recreation and as open space. The area was likely impacted by adjacent leaking fuel storage tanks and contaminated fill soils. The contaminants of concern identified include polynuclear aromatic hydrocarbons, metals (arsenic, lead, mercury) and diesel-range organics (DRO) and buried asbestos-containing pipe in the soil, as well as DRO in the ground water. Expected benefits include the development of 163 apartments (including one affordable unit).",Mixed income housing,,N/A,Closed,2012-195," $	226,500.00 "," $	226,500.00 ",,"3129 Ewing Ave S and part of 3140 Chowen Ave S, Minneapolis",Minneapolis,Hennepin,6,61A,6/18/12,,6/30/15,,7/16/12,7/17/12,8/24/12,8/29/12,8/29/12,,,,,2012,12006400,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,16124,SG2012-150,City Place Lofts,City of Minneapolis,0000003061A1,TBRA funding for asbestos abatement and lead-based paint abatement of an 8-story historic building on a 0.2-acre commercial site originally developed as a bank and most recently used as office and educational space. The building is currently 47% occupied. The contaminants of concern identified include asbestos and lead-based paint within the existing building. Expected benefits include the development of 55 affordable apartments and ground level commercial space.,Affordable housing & retail,,N/A,Closed,2012-388," $	184,600.00 "," $	184,600.00 ",,"730 Hennepin Avenue, Minneapolis",Minneapolis,Hennepin,7,59B,1/9/13,,12/31/15,,12/20/12,1/24/13,4/9/13,4/15/13,4/16/13,,,,,2012,13003003,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,16126,SG2012-152,Mill & Main Phase II,City of Minneapolis,0000003061A1,"TBRA funding for soil remediation on a 1.3-acre industrial site with one vacant steel-sided building addition formerly used by Manildra Milling. The contaminants of concern identified include debris in the fill soils, polynuclear aromatic hydrocarbons, metals (iron and lead) and diesel-range organics in the soil. Expected benefits include the development of 182 market-rate apartments with underground parking.","182 market rate apartments, 8 FTE, $426,896 in NTC and 1.3 acres cleaned",Mill and Main,N/A,Closed,2012-388," $	65,200.00 "," $	65,200.00 ",,"425 Main Street SE and a portion of 100 3rd Avenue SE, Minneapolis",Minneapolis,Hennepin,8,60B,1/9/13,,12/31/15,,12/20/12,1/24/13,4/9/13,4/15/13,4/16/13,,,,,2012,13003004,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,16167,SG2013-158,WaHu Student Housing,City of Minneapolis,0000003061A1,"Expected benefits include the development of a mixed use development with 333 market-rate apartments and 30,500 square feet ground level retail and commercial space as well as surface and underground parking.","Market rate student housing  & 30,500 SF commercial",WaHu Student Housing,N/A,Closed,2013-346," $	136,700.00 "," $	136,700.00 ",,"1016-1032 Washington Ave SE, 2408 University Ave SE, 1025 Delaware St SE, Minneapolis",Minneapolis,Hennepin,8,60B,1/22/14,,12/31/16,,12/31/13,2/18/14,3/26/14,4/18/14,4/21/14,,,,,2013,14003158,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14361,SG2003-067,Despatch Laundry Site,City of Minneapolis,0000003061A1,"Hennepin County seeks TBRA match for a DTED grant to address soil contamination at 113 East 26th Street in the Whittier Neighborhood of Minneapolis.  The site is contaminated from its past uses as a dry cleaning facility and gas station.  The soil and ground water are heavily contaminated with dry-cleaning solvent (primarily perchloroethylene) and, petroleum-related compounds.  The severity of contamination has prompted the state Superfund program, Hennepin County taxpayer services and the Federal Environmental Protection Agency to contribute a combined $517,000 toward site assessment and cleanup.  The site, which has been tax-forfeit since 1994, is currently not scheduled to receive Superfund funding related to soil contamination and needs additional funds to clean the property so that redevelopment can occur.",,,N/A,Closed,," $	502,000.00 "," $	502,000.00 ",,113 East 26th St. - Minneapolis (Hennepin County grant),Minneapolis,Hennepin,7,62A,6/25/03,,12/31/04,,,,,9/29/03,,,,,,2003,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14459,SG2007-040,Delisi Building,City of Minneapolis,0000003061A1,"The applicant is requesting $47,500 for asbestos abatement of a two-story building on 0.17-acre site. Expected benefits include 13,400 square feet of rehabilitated commercial space. Funds are to be used for asbestos abatement.",Retail,,N/A,Closed,2007-185," $	47,500.00 "," $	26,420.00 ",,"2119 West Broadway Avenue; 2310 & 2312 Penn Avenue North, Minneapolis",Minneapolis,Hennepin,7,59B,6/27/07,,6/30/09,6/30/10,4/1/09,4/6/09,4/22/09,9/5/07,5/27/09,,,,,2007,07007602,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14470,SG2007-136,Harrison Commons,City of Minneapolis,0000003061A1,"The applicant is requesting $14,625 in matching TBRA funds to a $168,750 request from DEED and $14,625 from Hennepin County for environmental investigation, soil remediation and soil vapor mitigation of a 0.46-acre site formerly used as a gas station. The contamination identified includes GRO, xylene, benzene, ethylbenzene and toluene in the soil and ground water and also naphthalene, 1,2,4-trimethylbenzene and 1,3,5-trymethylbenzene in the ground water. The expected benefits include the development of 66,982 sq. ft. of mixed-use residential and commercial building with 45 rental units (13 units will be affordable) and 7,800 sq. ft. retail commercial space with a projected increase of $35,216 in net tax capacity and $7.6M of private investment.

Funds are to be used for environmental investigation, soil remediation and soil vapor mitigation.",Retail and multifamily housing,,N/A,Closed,2007-344," $	14,600.00 ", $	-   ,,315 Penn Av. North Minneapolis 55405-1106,Minneapolis,Hennepin,7,59B,1/9/08,,12/31/09,,,,4/27/08,5/8/08,5/8/08,,,,,2007,,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
5821,241,09999,000,000,14471,SG2007-137,Nicollet Youth Housing (fka Nicollet Square),City of Minneapolis,0000003061A1,"The applicant is requesting $111,292 in TBRA funds for environmental investigation, asbestos and lead-based paint abatement and vermiculite removal and disposal in a funeral home and residential buildings on a 0.91-acre site. The expected benefits include the development of a 42-unit supportive housing development (all will be affordable) and 7,000 sq. ft. of commercial space. Although the development will be taxable, there is a net loss when compared to the existing net tax capacity of the project site. The development will result in $8.1M of private investment.

Funds are to be used for environmental investigation, asbestos and lead-based paint abatement and vermiculite removal and disposal. (Note Removal of other hazardous materials are not eligible for grant funding. In addition, environmental investigation costs incurred prior to May 1, 2007
. are not eligible for grant funds.)",Youth housing,,N/A,Closed,2007-344," $	107,000.00 "," $	107,000.00 ",,3700 Nicollet Avenue Minneapolis MN 55409-1237,Minneapolis,Hennepin,7,62B,1/9/08,,12/31/09,,,,5/9/08,5/22/08,5/22/08,,,,,2007,08004181,01006,TBRA Cleanup Historical Data,TBRA Cleanup 
