Account,Fund,Dept,PROGRAM,Class,ProjectNumber,Subgrant,ProjectName,Grantee,Vendor ID,DESCRIPTION,ProjectSummary,Master Project,Theme,GrantStatus,BusinessItem,Grant Amount,Appropriation committed amount,Match amount,Address,City,County,CountilDistrict,Legislative District,DateAwarded,POSC,ExpirationDate,AmendedExpDate,ContractLegal,ContractSent,ContractReceived,ContractExecuted,ExecConstractSent,FederalFY,StateFY,ClaimDueDate,YearAvailReissue,YearFunded,PONumber,FO_ID,FundingOpportunity,ProgramArea
5821,242,09999,000,000,14878,L09-007,Park Nicollet,City of Hopkins,0000020952A1,"The City of Hopkins is requesting LAAND funds to acquire a key redevelopment parcel for mixed use, including housing with a 20% affordability component, to be developed in the next 3-10 years.  The site currently has a single-story vacant building previously used as a medical clinic, and is within ¼ mile of the Downtown Hopkins Station for the proposed Southwest Light Rail Transitway.  The property is expected to be on the market shortly.  The City of Hopkins has been engaging in various planning processes that have directed redevelopment of 8th Ave S (which includes said parcel) in a transit-oriented manner to both support the future LRT Station and connect it (via 8th Ave S) to Downtown Hopkins. [Awarded as LAAND loan; relinquished; rolled into LCDA)",Mixed-income rental w/first level retail,8th Avenue Corridor,N/A,Closed,2010-064," $	440,000.00 ", $	-   ,,"8th Ave S, Hopkins",Hopkins,Hennepin,3,46B,2/24/10,,,,2/24/10,,,,,,,,,2009,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14068,SG2001-128,East Central Business District,City of Hopkins,0000020952A1,"Acquire six commercial structures and four surface parking lots on Mainstreet and 7th Avenue South, located one block from the Southwest Regional LRT Trail.  Add 10,000 square feet of retail/restaurant use along Main Street.  Add 60 - 100 rental and ownership housing units along 7th Avenue.  Upgrade a heavily used bus stop shelter on Mainstreet.  Add a public courtyard to improve access to public spaces.  The grant will assist with land acquisition, structured parking, bus stop improvements and architectural detailing.",Multifamily housing,,N/A,Closed,," $	600,000.00 "," $	600,000.00 ",,Main Street between 7th and 8th downtown - Hopkins,Hopkins,Hennepin,5,46B,12/1/01,,12/31/04,12/31/05,,,,2/4/02,,,,,,2001,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14091,SG2002-157,Marketplace Lofts,City of Hopkins,0000020952A1,"This project will result in the construction of a four-story, mixed-use building with retail and for-sale housing,  the largest vertically integrated project of this type outside of the central cities.  Goal is to anchor the east end of Mainstreet and provide a catalyst for additional investment.  The HRA will invest approximately $1.4 million in this project.  This project will greatly diversify the housing options within the downtown, attracting residents who want the convenience and style of urban living.  The architecture of the building will complement the existing pattern and style of Hopkins historic Mainstreet.",Multifamily housing,,N/A,Closed,," $	250,000.00 "," $	250,000.00 ",,Main Street between 7th and 8th - Hopkins,Hopkins,Hennepin,5,46B,11/13/02,,12/31/03,,,,,3/13/03,,,,,,2002,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14050,SG2000-135,The Village - II,City of Lino Lakes,0000020962A2,"Construct 210 rental apartments, 90 for-sale single-level and 2-story townhouses and 13 2-story townhomes (some live-work) built into blocks, rather than the standard suburban isolated buildings. Twenty percent of the housing--42 of the 210 apartments and 18 of the 90 ownership townhouses--will be affordable at 50 percent and 80 percent of median, respectively.  Design standards for housing, prepared by Calthorpe Associates (through a 1997 LCDA grant) represent a model for developing suburban housing.  Remainder of the 50-acre Village will include senior housing, retail, civic uses and public spaces. Funding will support land assembly for apartments.",Multifamily housing,The Village,N/A,Closed,," $	450,000.00 "," $	450,000.00 ",,SE Quadrant of I35W and Hwy 23 - Lino Lakes,Lino Lakes,Anoka,11,38A,12/1/00,,12/31/05,12/31/05,,,,3/13/03,,,,,,2000,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14828,SG2004-130,Legacy at Woods Edge,City of Lino Lakes,0000020962A2,"This project proposes combining private commercial land with city land to create a 65-acre, 	$115 million mixed use neighborhood at the southeast quadrant of I-35W and County Rd 23 (Lake Dr.). It will include 450 units of lifecycle housing (owner and rental townhomes, apartments and condos over commercial, senior housing, workforce housing) Up to 350,000 square feet of retail and office space, a new YMCA, community green and pedestrian friendly environment, Improvements to existing regional transportation infrastructure, Immediate trail access to the Rice Creek Chain of Lakes Regional Park Reserve. Funds would be used for acquisition of private commercial land.",multifamily housing,,N/A,Closed,," $	750,000.00 "," $	750,000.00 ",,Southeast quadrant of I-35W and Lake Drive - Lino Lakes,Lino Lakes,Anoka,11,38A,2/9/05,,6/30/07,,,,,4/4/05,,,,,,2004,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14847,SG2006-167,Downtown Master Plan and Stormwater Management Project,City of Long Lake,0000020963A3,"LCDA funds will be used to construct stormwater improvements including the expansion of MCWD North basin in Lakeside Park, adding 2.6 acre feet of permanent pool volume; rerouting the drainage ditch in Lakeside Park; and stabilizing/restoring the ditch between TH12 and Daniels Street. The redevelopment area will also include the following within the next two years:  Area 1-  20,000 sq/ft commercial and 10 town home units.  At least a portion of this redevelopment would occur within the next year. Within Area 1, the proposed Gear West retail building is anticipated to redevelop into 7,200 square feet of retail space, 8,150 square feet of inventory space, and a total of 1,500 square feet of office space in the new building. A future office/retail building is proposed on a second lot.  The new office/retail building would range any where from 4,000 square feet to 5,000 square feet depending on the usage of space in the building.  Area 7-  Under predevelopment agreement for 30 condos, 12 town homes, 15,000 square feet of retail and a public plaza. City Hall is also located within this area and will remain.  Receipt of grant funds is conditioned on the City of Long Lake's agreement to incorporate Low Impact Development (LID) best management practices on individual development sites upstream of the funded treatment basin, consistent with the Minnehaha Creek Watershed District (MCWD) report.  The expected level of incorporation of LID practices should result in the additional necessary level of nutrient reduction in stormwater flows to Long Lake, in order to achieve MCWD's established District-wide runoff and pollutant loading goals.",Stormwater,,N/A,Closed,2006-320," $	575,000.00 "," $	569,023.85 ",,"Downtown Long Lake, Adjacent to TH12 and Daniel Street, Long Lake",Long Lake,Hennepin,3,33A,12/13/06,,12/31/08,12/31/09,3/18/09,3/24/09,4/3/09,2/26/07,4/6/09,,,,,2006,07001716,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14848,SG2006-168,Gladstone Neighborhood Redevelopment,City of Maplewood,0000020966A1,"The first phase of the Gladstone Neighborhood Redevelopment Plan includes the redevelopment of the St. Paul Tourist Cabins site located on the west side of the redevelopment area (940 Frost Avenue).  The St. Paul Tourist Cabins site is 6.5 acres in size, was established in approximately 1955, and is the oldest manufactured home site in Maplewood.  Manufactured homes in this site date back to the 1950s and 1960s and do not meet current building code standards.  In addition to the manufactured homes, there are 20 seasonal ""tourist"" cabins on the site.   In order to accommodate the first phase of redevelopment, the city must implement street and sidewalk/trail improvements, storm drainage improvements, and park improvements in the western portion of the redevelopment area.  The street and sidewalk/trail improvements include the reconstruction/rehabilitation of Frost Avenue between Highway 61 and Phalen Place, including improvements at the Highway 61 and Frost Avenue intersection, and the construction of a roundabout at the Frost Avenue and East Shore Drive intersection.  The storm drainage improvements include the construction of a stormwater pond and mechanical treatment systems to treat stormwater before it is discharged into Lake Phalen.  LCDA funds will be used for construction of a roundabout, reconstruction/rehabilitation of Frost Avenue (parking bays, curb removal, sidewalk/trail connections), and construction of a stormwater treatment pond. (Receipt of the grant funds awarded for construction of the roundabout and reconstruction/rehabilitation of Frost Avenue is conditioned on Frost Avenue, a county road, being redesignated a Maplewood street.)",,Gladstone,N/A,Closed,2006-320," $	1,800,000.00 ", $	-   ,,"940 Frost Avenue, between TH 61 and English St, Maplewood",Maplewood,Ramsey,11,43A,12/13/06,,12/31/08,12/31/10,8/31/09,9/25/09,10/9/09,3/16/08,10/16/09,,,,,2006,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14094,SG2002-160,Mendota Heights Town Center - I,City of Mendota Heights,0000020970A1,"Town Center is a mixed use development that includes: a new commercial main street lined with two-story, mixed-use buildings around a town square gathering place; three lifecycle neighborhoods with 75 for sale condominiums and 60 senior apartments linked to existing neighborhoods with trails, green spaces and pedestrian friendly streets.  Elements will include a village green, trail linkages to new and existing trails, interpretive markers uncovering the history of the site, native landscaping, wetlands, and a rain garden.  Pedestrian-focused development and structured underground parking will maximizes open space and increases walkability.","Multifamily housing, senior",Mendota Heights Town Center,N/A,Closed,," $	873,400.00 "," $	873,400.00 ",,Northeast quadrant of Hwy. 110 and Dodd Road - Mendota Heights,Mendota Heights,Dakota,13,52A,11/13/02,,12/31/05,12/31/05,,,,3/13/03,,,,,,2002,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14813,SG2003-157,Mendota Heights Town Center - II,City of Mendota Heights,0000020970A1,"Grant funds awarded in 2003 will be used to assist with construction of structure parking for commercial development as part of a 23-acre pedestrian friendly town center that integrates housing, commercial and civic space known as Mendota Heights Town Center. The development will include a commercial main street with two-story mixed-use office/retail buildings; three one-story commercial retail buildings (88,000 square feet), 135 units of housing (two-story townhouses and condos and a 60-unit senior building); 20.39 units/acre town square/gathering place including a village green with trail linkages, interpretive markers, and landscape and wetland preservation. Funds will be used for structured/underground parking.",Multifamily housing commercial civic,Mendota Heights Town Center,N/A,Closed,," $	300,000.00 "," $	300,000.00 ",,NE quadrant of Dodd Road and Hwy 110 - Mendota Heights,Mendota Heights,Dakota,13,52A,12/17/03,,6/30/06,6/30/07,,,,3/4/04,,,,,,2003,,01002,LCDA Development Historical Data,LCDA Development 
1450,242,09999,000,000,80006,L08-006,Franklin Station/Bystrom Bros. Redevelopment,City of Minneapolis,0000003061A1,"This loan application is for $2,000,000 for land acquisition for affordable housing near the Central Corridor Light Rail Transit future alignment along University Avenue. The City has two Acquisition Strategies. Acquire contiguous single-family parcels, creating opportunity for new development at greater density, within the Invest Saint Paul Target Area (an area generally bordered by I-94 on the South, Lexington Avenue on the West, Minnehaha Avenue on the North and Rice Street on the East). The application indicates a minimum of 30% of the development will be affordable. [Awarded as LAAND, rolled into LCDA]",Affordable housing,Seward Commons,N/A,Closed,2008-269," $	500,000.00 "," $	500,000.00 ",,"Minnehaha & 22nd, Minneapolis",Minneapolis,Hennepin,8,63A,11/12/08,,,,,,,,,,,,,2008,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14011,SG1996-058,Lake Street and Fourth Avenue South,City of Minneapolis,0000003061A1,"The project focuses higher-density, mixed-use redevelopment around the existing transit system and planned public improvements.  The project uses public improvements to stimulate private investment, create employment and training opportunities for local residents, develop affordable apartments, and address safety and security issues. This grant will help replace a bridge; add lighting, bus shelter and right-of-way improvements; develop an incubator for food-product businesses; help rehabilitate a building for housing a restaurant and theater; and help create an employment and learning center, and a recreation field for youth.","Multifamily housing, retail, entertainment",,N/A,Closed,," $	740,000.00 "," $	740,000.00 ",,"Between 4th and 5th Ave. , 29th to 31st St. south - Minneapolis -",Minneapolis,Hennepin,7,62A,4/1/96,,,,,,,11/13/96,,,,,,1996,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14810,SG2003-154,Franklin-Portland Gateway - III,City of Minneapolis,0000003061A1,"Phase III of a revitalization project to create 250 new units of mostly affordable rental and homeownership housing, and community-supportive mixed use in a vacant and blighted area along Franklin Avenue.    Project includes:  158 residential units of a variety of types and sizes (townhomes, condos, single room occupancy apartments), 17,000 square feet retail/office space at intersection corners",Multifamily housing,Franklin-Portland Gateway,N/A,Closed,," $	246,150.00 "," $	246,150.00 ",,Franklin at Portland Ave -SW corner - Minneapolis,Minneapolis,Hennepin,7,62A,12/17/03,,6/30/06,12/31/07,,,,4/28/04,,,,,,2003,04000795,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14811,SG2003-155,Cedar Lake Midtown Revival,City of Minneapolis,0000003061A1,"Redevelopment of blighted, underutilized 2-block (2.29) acre area.  Two 4 story mixed use buildings, on two blocks 2-3 blocks from Lake Street LRT Station across from Pioneer Cemetery, includes: 96 affordable rental housing 41,000 sq. ft commercial (13 retail uses, 30% 1,200-2000 sq. ft each) 150 new employment opportunities  96 underground & 76 surface parking.              Funding will go to demolition of existing buildings.",Mixed rate rental housing & retail,,N/A,Closed,," $	200,000.00 ", $	-   ,,Lake St at So. Cedar Ave. - Minneapolis,Minneapolis,Hennepin,8,63A,12/17/03,,6/30/05,,,,,4/28/04,,,,,,2003,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14832,SG2006-040,Heritage Park - V,City of Minneapolis,0000003061A1,"Heritage Park objectives are to reconstruct an area formerly containing four public housing developments (with 770 units) into a stable, mixed income, mixed density, culturally diverse, high amenity urban neighborhood with 900 new housing units (440 rental, 360 for sale, and 100 elderly public housing units), reconnecting this once isolated neighborhood with adjacent communities, jobs, schools, gathering places and services.   This grant request is for phase III/IV of the project to complete Van White Memorial Blvd tying in with Glenwood & Plymouth Ave N, with pedestrian paths, lighting, landscaping, etc.  Funds will be used for site prep, modification of utilities to street alignment, construction, parking, tot lot, streetscape and sidewalks.",multifamily housing,Heritage Park,N/A,Closed,," $	1,000,000.00 "," $	1,000,000.00 ",,Van White Blvd and Glenwood Avenue - Minneapolis,Minneapolis,Hennepin,7,59B,1/25/06,,12/31/07,,,,,4/7/06,,,,,,2005,06003060,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14842,SG2006-162,Longfellow Station,City of Minneapolis,0000003061A1,"The Longfellow Station project is a high-density multi-use transit oriented development located in immediate proximity to the 38th Street transit station of the Hiawatha LRT line. When completed the project will include 196 new rental housing units, approximately 10,000 square feet of commercial space, and approximately 241 parking spaces (183 covered and 58 surface). The 196-unit rental housing component will provide 108 market rate units and 88 affordable units. Of the 88 affordable units, 40 will be affordable at 50% Metropolitan Median Income (MMI), 28 units at 60% MMI, and 20 units at 80% MMI. The commercial component may include a grocery store as well as other neighborhood commercial uses at ground level immediately adjacent to the housing structures. Commercial space users and housing residents will be able to park in the covered and surface parking spaces. The estimated total development costs for the project are approximately $38 Million. The project developers have site control, have in place a complete development team, and are currently working with city staff on an amendment to the City land use approvals, based on the recent revisions to the development plan.",Mixed income rental housing & retail,Longfellow Station,N/A,Closed,2006-320," $	934,523.00 "," $	934,523.00 ",,"38th Street and Hiawatha Avenue, Minneapolis",Minneapolis,Hennepin,8,63A,12/13/06,,12/31/08,12/31/12,5/4/11,5/25/11,6/16/11,3/28/07,6/24/11,,,,,2006,07002630,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14843,SG2006-163,Van Cleve Court,City of Minneapolis,0000003061A1,"This project will demonstrate adaptive reuse and redevelopment of a blighted industrial site as housing for a wide variety of incomes.  The 3+ acre parcel near the University of Minnesota contains the Bunge grain elevators and attendant buildings.  The project will retain the 200 ft. tall head house and some of the elevators for reuse as 94 loft-style condominiums.  The rest of the site will be cleared.  The surrounding street grid will be re-established with the extension of 12th Avenue S.E. and the re-introduction of historic Brook Avenue.  Structured parking will be built to serve the condominiums.  This parking will be screened by 10 for-sale townhouse units.  Habitat for Humanity will be building 5 townhouse units across the street to provide uniform frontage along the park.  These 5 units will all be sold to low and moderate-income families.  The city, developer and City of Lakes Land Trust will work to provide additional affordable (<80% of AMI) ownership options within the townhouse and condominium portion of the project.  The project also includes 85 units of affordable rental housing.  Sixty-five of these units will have 2 or 3 bedrooms and will be rented to families with incomes at or below 50% of the area median income.  The other 20 units will be supportive housing for homeless single adults.  Cabrini House will provide on-site services in its nearby facility for residents of the supportive housing units similar to the services the organization has provided for other homeless individuals for over 20 years.  Grant funds will be used to assist with stormwater management improvements, utility extensions, street construction, traffic signage and street lighting, demolition and removal of obsolete structures, site grading, and civil engineering and design work for the site.",multifamily housing,Van Cleve Court,N/A,Closed,None," $	1,334,523.00 "," $	1,334,523.00 ",,"901-941 13th Avenue SE, Minneapolis",Minneapolis,Hennepin,8,60B,12/13/06,,12/31/08,12/31/09,,,,4/15/07,,,,,,2006,07003243,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14854,SG2007-118,West Broadway Curve (fka Broadway Green),City of Minneapolis,0000003061A1,"The West Broadway Curve project includes: Agape Apartments (1926-2018 W. Broadway)  50-60 units of mixed-income rental housing with underground parking. Will incorporate pedestrian-friendly streetscape and green space design elements and high quality, attractive exterior façade; West Broadway Curve (1808-1904 W Broadway). Approximately 24 mixed-income, new construction ownership units with off-street parking will connect Agape and Cottage Park; Western Motors Site (1939-2005 W Broadway).  To complete the West Broadway Curve, the City will purchase a used car lot, for sale on the open market, and redevelop the site to include 24-30 town house-style, ownership units; Cottage Park (2001-2109 James Avenue N).  One of six Northside Home Fund Clusters consisting of market rate, single family homes, rehab and new construction. Project includes pedestrian-friendly streetscape, lighting and green space improvements and traffic calming realignment of existing streets. Project goals are to strengthen and build the housing market in a concentrated geographic area in North Minneapolis, to encourage positive street activity and to increase market demand through increased density and improved socio-economic mix of residents. It builds on the West Broadway Alive! Plan and the Corridor Housing Initiative, and implements a comprehensive, large-scale strategy in compliance with the Minneapolis Plan.",Housing (relinquished),West Broadway Curve,N/A,Closed,2007-342," $	630,963.00 "," $	175,962.42 ",,W Broadway Ave between James & Oliver Avenues North,Minneapolis,Hennepin,7,59B,12/12/07,,12/31/09,12/31/12,11/10/09,12/9/09,12/17/09,5/8/08,12/18/09,,,,,2007,08003820,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14875,SG2009-081,Capri Block,City of Minneapolis,0000003061A1,"Completion of site assembly to facilitate further development on West Broadway Avenue, aligned with the goals and vision articulated in the West Broadway Alive! Plan. Activities include expansion of the Capri Theater through the purchase and renovation of additional parcels to include dressing rooms, rehearsal space, a green room, a dance studio and recording studio; redevelopment of the currently vacant Delisi building to include KMOJ radio station, restaurant, coffee shop and adjacent public plaza with new transit shelters. Grant-Funded Activities include the purchase of six properties, including the property at 2029-2033 West Broadway to permit expansion of the Capri Theater; 2101 West Broadway; 2110 23rd Avenue North; 2114 23rd Avenue North, 2300 Penn Avenue North; and 2306 Penn Avenue North.",Renovation/expansion of Capri Theatre,,N/A,Closed,2010-4," $	869,000.00 "," $	869,000.00 ",,Between Logan Ave/ W Broadway & Penn Ave/W Broadway in N Minneapolis,Minneapolis,Hennepin,7,59B,1/13/10,,12/31/11,,1/15/10,2/23/10,4/7/10,4/8/10,4/30/10,,,,,2009,10002471,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14051A,SG2000-129a,Near Northside Redevelopment - I (Heritage Park,City of Minneapolis,0000003061A1,"The city seeks to build a community of mixed housing types and incomes on a 145-acre former public housing site. Planned housing includes 440 family rental apartments (200 public housing units), 360 for-sale homes and 100 public housing units for seniors. A divided parkway will feature a greenway median, water attractions, sitting areas, and walking and biking trails. This grant will assist in constructing the north-south boulevard and median/greenway features as a catalyst for private participation and help provide watercourse/water attractions, parks, decorative railings/posts, pedestrian bridges, an information kiosk, a sitting area, a bike rack, a drinking fountain, trash receptacles, trees and other plantings.",Multifamily housing,Heritage Park,N/A,Closed,," $	1,500,000.00 "," $	1,500,000.00 ",,Between Emerson and Lyndale north of Hwy 55 - Minneapolis,Minneapolis,Hennepin,7,59B,12/5/01,,12/31/03,,,,,4/23/01,,,,,,2000,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14051B,SG2000-129b,Near Northside Redevelopment - II (Heritage Park),City of Minneapolis,0000003061A1,"Help redevelop a former public housing site into a mixed-income, residential community, including a new parkway with park and recreation amenities and new commercial uses. Includes 440 rental units, 360 single-family homes and 100 units for seniors. Funds will assist with constructing a greenway median, connecting open spaces, and pedestrian crossings.",Multifamily housing,Heritage Park,N/A,Closed,," $	1,500,000.00 "," $	1,500,000.00 ",,Between Emerson and Lyndale north of Hwy 55 - Minneapolis,Minneapolis,Hennepin,7,59B,12/5/01,,12/31/04,,,,,4/1/02,,,,,,2001,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14015,SG1997-050,Franklin Avenue Project/Street Infrastructure,City of Minneapolis,0000003061A1,"Revitalize an eight-block area of Franklin Avenue as the main street of the Phillips neighborhood. Improvements in physical access for able and disabled persons, mobility and safety will be combined with marketing strategies to attract private investment. This grant will fund a portion of a traffic redesign, traffic calming and street design project; assist with building improvements including renovating a location for a credit union and renovating a youth center building; and fund a business recruitment plan.",Services and youth center,Franklin-Portland Gateway,N/A,Closed,," $	725,000.00 "," $	722,387.44 ",,Franklin Ave between Chicago and Bloomington Aves. - Minneapolis,Minneapolis,Hennepin,7,62A,12/1/96,,,,,,,4/24/97,,,,,,1996,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14021,SG1998-037,Augustana Village (fka East Village),City of Minneapolis,0000003061A1,"Redevelop a block adjacent to Elliot Park into a small urban village with 150 to 170 units of housing, 200 underground parking spaces, 10,000 to 15,000 square feet of storefront commercial space and approximately 8,000 square feet of office space. This grant will help fund a pedestrian greenway connecting new and existing housing with Elliot Park, the boulevard along South 8th Street, a raised intersection to facilitate pedestrian traffic, lighting,  and landscaping.","Redevelop an urban village with 150-170 units of indeterminate housing, 10,000-15,000 square feet of commercial and 8,000 square feet of office",,N/A,Closed,," $	550,000.00 "," $	550,000.00 ",,"Between 11th and 12th Ave So., So. 8th and E. 15th - Minneapolis",Minneapolis,Hennepin,7,59B,12/1/97,,,,,,,6/10/99,,,,,,1997,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14020,SG1998-038,Phillips Park Initiative - I,City of Minneapolis,0000003061A1,"Develop new housing and renovate three mansions creating new rental housing in a neighborhood served by transit and within walking distance to major employers; create and improve 20 affordable housing units; refurbish and enhance Park Avenue open space; create a central green with new walkways connecting to streets. The 1997 grant will assist in funding site and public realm improvements (removal of driveways to add yard space, enhanced landscaping, signage, lighting, fencing); renovating the first mansion; and capitalizing a grant fund for existing homeowners.",multifamily housing 20 affordable,Phillips Park Initiative,N/A,Closed,," $	700,000.00 "," $	698,149.30 ",,"Between Portland and Chicago, 24th to 25th - Minneapolis",Minneapolis,Hennepin,7,62A,12/1/97,,,,,,,8/24/98,,,,,,1997,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14032,SG1999-052,Central Avenue,City of Minneapolis,0000003061A1,"This grant will fund operation of a re-grant program to fund property improvements that support the implementation of Crime Prevention Through Environmental Design (CPTED) principles.  The foundation for CPTED principles is that design and effective use of the built environment can lead to a decrease in the fear and incidence of crime, and improvement in quality of life.  Lighting will illuminate rear shared parking lots, rear entrances to stores will be encouraged, and second floors of businesses will be converted to housing to provide more ""eyes on the street.""  This grant will assist with redevelopment using CPTED principles and lighting to support the CPTED effort.",,,N/A,Closed,," $	398,000.00 "," $	398,000.00 ",,"Central Ave, 18th to 27th Aves NE - Minneapolis",Minneapolis,Hennepin,8,60A,12/1/98,,6/30/01,,,,,5/4/00,,,,,,1998,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14037A,SG1999-176a,Urban Village - I (Midtown Greenway Area),City of Minneapolis,0000003061A1,"The city's goal is to redevelop a 3-block, 6.6 acre light industrial area to include 210 mixed-income, owner-occupied housing units . Planned new housing will include five types:16 townhouses, 70 live/work rowhouses, 12 duplexes, 10 mansion apartments and 94 lofts. Total development cost is estimated at $42.6 million. This grant will help fund land assembly and preparation activities, and public realm improvements.  **As of February 28,2006, fifty four condominium units are sold and development of 72 units is underway.  Benefits individuals or families seeking ownership housing in Mpls.",Multifamily housing,Urban Village,N/A,Closed,," $	640,000.00 "," $	640,000.00 ",,"28th to 29th, Alrdich to Dupont Aves. - Minneapolis",Minneapolis,Hennepin,6,61A,12/17/98,,,12/31/05,,,,5/9/00,,,,,,1998,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14037B,SG1999-176b,Urban Village - II (Midtown Greenway Area),City of Minneapolis,0000003061A1,"This award supplements a previous grant of $640,000 to assist in redeveloping a three-block, 6.6-acre light industrial area to include 210 mixed-income, owner-occupied housing units constructed according to development guidelines that ensure compatibility with the existing neighborhood character and grid street pattern. This grant will be used for site assembly/acquisition, relocation and public improvements. This additional grant was warranted due to unanticipated increases in site assembly and acquisition costs.",Multifamily housing,Urban Village,N/A,Closed,," $	500,000.00 "," $	500,000.00 ",,"28th to 29th, Alrdich to Dupont Aves. - Minneapolis",Minneapolis,Hennepin,6,61A,12/15/99,,,12/31/05,,,,12/30/04,,,,,,1999,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14043,SG1999-179,Portland Place/Joseph Selvaggio Initiative (JSI),City of Minneapolis,0000003061A1,"Portland Place reconfigures a two-block area to create 51 home ownership (50 new and one rehab) opportunities in a mix of single-family, townhouses and townhouses. JSI, an eight-block area across the street from Portland Place, focuses on single-family exterior improvements, multifamily rehabilitation and public space improvements. This grant will be used for hard construction costs to help construct 19 new homes and one Victorian house for Portland Place, Phase II;  and for public improvements and open space improvements for JSI, including traffic calming, green space, and children's play space.",,,N/A,Closed,," $	350,000.00 "," $	350,000.00 ",,26th to 28th St. Chicago to 5th Ave. SO. - Minneapolis,Minneapolis,Hennepin,7,62A,12/1/99,,12/31/01,,,,,5/4/00,,,,,,1999,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14069,SG2001-129,Franklin-Portland Gateway - I,City of Minneapolis,0000003061A1,"Overall project, in and around intersection of Franklin and Portland Avenues, will create approximately 100 affordable rental units, 17 units of homeownership housing and 28,000 sq. ft of commercial space. Gateway puts in place immediate and future directions for land use built on the area's attributes: proximity to downtown Minneapolis and access to employment, linkages to the city's network of parks and the Franklin LRT Station. Phase I is the Children's Village Center, a 4-story multi-use, mixed-income project, and Hope Community Court, located on four vacant lots within the Hope Block.  Children's Village: ground floor office space, area for incubator businesses and community gathering space, 30 units of mixed-income housing (1-3 bedroom) with rents at 30 percent of annual median income to market rate.  Hope Community Court: 10 units of rowhouse-style townhomes and carriage houses, with six units of affordable rental and four for-sale units; sales prices affordable to households earning 50 percent of annual median income. Funds from the 2000 award will assist with construction of Children's Village Center and Hope Community Court.",Multifamily housing,Franklin-Portland Gateway,N/A,Closed,," $	500,000.00 "," $	500,000.00 ",,Intersection of E. Franklin and Portland Ave. Sout - Minneapolis,Minneapolis,Hennepin,7,62A,12/1/01,,12/31/04,,,,,4/1/02,,,,,,2001,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14072,SG2001-132,Many Rivers Apartments,City of Minneapolis,0000003061A1,"Project will increase housing densities near needed services, public transportation and employment opportunities in an area where more than 60% of residents do not have cars.  The project includes: a two-building complex with 76 new apartment units and 14,825 square feet of commercial space; 19 market rate rental units with the remainder renting at rates affordable to households at 50-60 percent of median income.  It also will provide underground parking, a secure area for a children's playground, and a day care center.  The project is located less than one mile from the Franklin LRT station. Funding will be used for construction of the childcare space.",Mixed income rental housing,Many Rivers,N/A,Closed,," $	200,000.00 "," $	200,000.00 ",,1400-1500 E. Franklin Ave. - Minneapolis,Minneapolis,Hennepin,7,62A,12/1/01,,12/31/04,,,,,4/1/02,,,,,,2001,,01002,LCDA Development Historical Data,LCDA Development 
5821,242,09999,000,000,14073,SG2001-133,Ventura Village Carriage Homes,City of Minneapolis,0000003061A1,"The Ventura Village Carriage Homes project, funded in part by this grant, will increase housing densities near needed services, public transportation and employment opportunities in an area where more than 60 percent of residents do not have cars. It proposes to implement the carriage and alley houses portion of the master plan through a series of freestanding accessory units to be constructed by existing owners on the back portions of their lots. Housing densities on sites with carriage houses would be increased from approximately 8 units per acre to almost 17 units per acre.  Construction would use an innovative building system to reduce construction costs and long-term energy costs.",,Ventura Village,N/A,Closed,," $	100,000.00 ", $	-   ,,within the Ventura neighborhood - Minneapolis,Minneapolis,Hennepin,7,62A,12/1/01,,12/31/04,12/31/05,,,,12/30/04,,,,,,2001,,01002,LCDA Development Historical Data,LCDA Development 
